,GSM3690854_NG03_htseq,GSM3690874_NG09_htseq,GSM3690872_NG13_htseq,GSM3690862_NG04_htseq,GSM3690870_NG11_htseq,GSM3690873_NG14_htseq,GSM3690871_NG12_htseq,GSM3690860_NG06_htseq,GSM3690853_NG01_htseq,GSM3690861_NG07_htseq,GSM3690859_NG05_htseq,GSM3690869_NG10_htseq
Rrp12,14,138,254,1,386,438,1,0,11,385,103,254
Rrp15,0,11,150,255,132,193,0,185,10,974,593,199
Rrp1b,134,8,73,32,31,142,1,454,19,256,5,209
Rrp36,0,136,227,213,9,263,4,0,316,255,0,618
Rrp7a,144,722,963,19,987,910,129,84,646,2125,784,1219
Rrp8,35,0,18,0,19,122,1,19,317,45,0,402
Rrp9,27,6,341,1,202,36,0,84,361,2,595,424
Rrs1,13,220,271,7,332,287,0,12,2,791,0,293
Rs1,16,0,12,11,2,186,1,13,21,0,0,2
Rsad1,215,2,277,82,4,457,175,234,74,3,7,32
Rsad2,0,0,0,0,0,0,0,0,0,0,0,0
Rsbn1,79,320,92,70,51,65,22,147,51,176,129,122
Rsbn1l,299,135,137,30,13,341,267,54,9,250,222,86
Rsc1a1,0,0,0,0,0,0,0,0,0,0,0,0
Rsf1,431,292,647,516,653,1328,500,186,1193,1920,421,1237
Rsg1,0,0,72,0,157,0,0,0,0,0,0,0
Rsl1,0,0,0,0,1,0,0,0,0,21,0,0
Rsl1d1,319,809,662,549,2470,481,4,230,717,1314,15,360
Rsl24d1,423,121,389,369,1755,647,22,589,112,1837,1503,499
Rslcan18,31,0,10,0,0,0,0,0,0,0,0,0
Rsph1,0,0,0,0,0,0,0,375,43,0,18,0
Rsph3a,0,0,20,440,52,21,44,26,4,161,109,18
Rsph3b,0,59,8,1,7,0,0,30,10,13,43,11
Rsph4a,7,0,14,3,0,8,0,2,3,0,12,9
Rsph6a,0,0,0,0,0,0,0,0,0,0,0,0
Rsph9,221,0,409,325,244,116,0,153,227,603,514,170
Rspo1,1,0,0,0,0,0,0,0,1,0,0,0
Rspo2,0,0,0,0,0,0,0,0,0,34,0,0
Rspo3,38,0,6,1,390,0,54,0,207,0,88,70
Rspo4,0,0,0,0,0,0,0,0,0,0,0,0
Rspry1,12,321,329,33,27,24,3,130,134,67,186,374
Rsrc1,439,2469,231,50,496,242,525,292,579,915,639,639
Rsrc2,557,736,712,1736,1699,1009,157,1032,1729,1589,1733,1356
Rsu1,71,0,21,0,272,399,0,168,189,169,211,116
Rtbdn,0,0,0,0,0,0,0,0,0,77,0,0
Rtca,199,58,45,884,1301,544,0,915,420,1459,997,901
Rtdr1,0,0,0,0,0,0,0,0,0,0,0,10
Rtel1,198,1,298,0,0,66,282,0,537,0,0,427
Rtf1,379,1424,331,1590,466,422,104,271,447,1065,389,425
Rtfdc1,117,57,653,358,1980,652,150,26,540,734,884,2657
Rtkn,128,1352,363,662,1106,694,0,215,522,912,537,1712
Rtkn2,42,3,10,45,281,33,6,28,25,26,17,12
Rtl1,5,0,99,1,156,180,4,1,1,0,0,289
Rtn1,3210,10861,12573,10017,19857,17266,3833,9809,13410,42753,18747,14625
Rtn2,177,562,274,339,1,144,3,152,346,909,194,517
Rtn3,1467,3706,5559,8003,13665,7091,1355,5887,6139,13721,4377,15499
Rtn4,1086,1073,2555,3853,3713,3951,541,2256,4679,4251,936,2869
Rtn4ip1,1,0,167,1,1024,251,657,0,73,5,127,568
Rtn4r,308,936,309,1,227,736,110,600,374,1228,21,429
Rtn4rl1,299,2078,639,532,1649,1108,276,1265,386,2397,804,1619
Rtn4rl2,0,0,16,4,95,138,0,17,27,82,5,0
Rtp1,0,0,0,0,0,0,0,0,0,0,0,0
Rtp2,0,0,0,0,0,0,0,0,217,0,0,0
Rtp3,18,5,11,17,8,20,5,26,12,0,20,13
Rtp4,0,0,0,0,0,0,0,0,0,0,0,0
Rttn,0,87,231,1,348,22,0,0,146,0,1,0
Rubie,0,0,0,0,0,0,0,0,0,0,0,0
Rufy1,0,0,70,281,228,195,74,612,312,460,0,688
Rufy2,377,30,605,7,578,491,83,1651,344,453,118,907
Rufy3,585,1771,2067,1617,3488,3068,379,1579,1571,5245,1833,3649
Rufy4,0,0,0,0,0,0,0,0,0,0,0,0
Rundc1,48,6,307,369,1732,582,134,904,757,986,0,1536
Rundc3a,667,116,427,998,410,692,204,501,1366,2554,2670,657
Rundc3b,48,447,121,682,499,561,170,56,558,274,85,120
Runx1,0,0,0,0,0,0,0,0,0,0,1,0
Runx1t1,4,1449,5,9,3,7,2,21,5,16,20,57
Runx2,290,1785,405,34,10,300,119,582,559,162,122,101
Runx3,8,6,7,5,3,8,0,8,5,4,2,6
Rusc1,109,431,263,138,1325,928,252,655,241,633,1381,1841
Rusc2,285,66,255,25,1036,754,16,593,922,570,506,1059
Ruvbl1,190,280,279,5,881,447,12,60,91,2542,201,1472
Ruvbl2,1,1232,756,39,498,155,1,12,174,1580,232,1211
Rwdd1,95,1496,199,970,623,315,37,339,704,1240,2620,563
Rwdd2a,3,0,0,5,310,89,0,0,184,456,0,0
Rwdd2b,0,0,99,0,363,555,155,245,70,2,0,180
Rwdd3,0,0,23,0,243,528,11,318,36,14,864,244
Rwdd4a,0,13,80,138,125,320,23,13,117,190,111,373
Rxfp1,1,0,0,0,0,0,0,0,0,0,0,0
Rxfp2,0,0,0,0,0,0,0,0,0,0,0,0
Rxfp3,0,0,0,0,0,0,0,0,0,90,0,1066
Rxfp4,0,0,0,0,0,0,0,0,0,0,0,0
Rxra,0,0,215,15,596,21,34,851,56,435,0,273
Rxrb,23,0,198,61,413,26,0,667,261,1688,1147,212
Rxrg,7,3,4,2,4,7,4,2,0,8,1,0
Rybp,15,466,320,170,358,49,156,22,235,617,432,1
Ryk,111,34,80,0,214,458,5,422,0,83,0,51
Ryr1,1286,154,1022,1964,42,464,310,1782,506,185,2570,158
Ryr2,1440,9842,4125,2038,907,7156,1647,3769,3030,2220,3786,3773
Ryr3,320,1462,905,81,443,575,198,1152,539,1036,336,1058
S100a1,2,376,38,251,191,144,24,116,255,464,405,0
S100a10,0,0,0,0,0,0,0,0,0,58,195,52
S100a11,0,0,0,0,0,0,3,0,0,0,183,6
S100a13,0,0,0,177,34,0,0,109,66,0,418,0
S100a14,0,0,0,0,0,0,0,0,0,0,0,0
S100a16,0,6,100,1069,0,75,0,272,626,921,0,2
S100a2,0,0,0,0,0,0,0,0,0,0,0,0
S100a3,0,0,0,0,0,0,1,0,0,0,0,0
S100a4,0,0,0,0,5,0,0,0,0,0,2,0
S100a5,0,0,0,0,0,0,0,0,0,0,0,0
S100a6,0,0,21,0,0,0,0,0,56,156,97,25
S100a7a,0,0,0,0,0,0,0,0,0,0,0,0
S100a8,0,0,0,0,0,0,0,0,0,0,0,0
S100a9,0,15,0,0,0,0,0,0,0,0,0,0
S100b,25,1483,47,270,23,15,0,81,259,427,3,29
S100g,0,0,0,0,0,19,0,0,0,0,0,0
S100pbp,2,0,148,0,253,7,1,6,0,0,0,36
S100z,0,0,0,0,0,0,0,0,0,0,0,0
S1pr1,103,8,0,849,1,136,0,0,320,400,8,2
S1pr2,0,0,0,0,0,0,0,0,0,0,0,0
S1pr3,9,0,28,428,0,0,0,7,22,206,0,0
S1pr4,53,63,47,42,36,77,32,86,57,30,51,54
S1pr5,0,0,0,0,44,0,0,51,429,0,0,0
Saa1,0,0,0,0,0,0,0,0,0,0,0,0
Saa2,0,0,0,0,0,0,0,0,0,0,0,0
Saa3,0,0,0,0,0,0,0,0,0,0,0,0
Saa4,5,8,19,7,9,23,8,21,7,7,6,22
Saal1,204,0,23,1960,210,18,0,0,432,0,667,132
Sac3d1,9,310,221,549,168,165,278,7,434,342,1299,161
Sacm1l,110,90,48,46,40,903,8,30,226,41,587,1086
Sacs,0,14,301,0,46,224,0,40,88,0,0,0
Sae1,287,340,1145,51,2456,2026,45,7,1277,2473,356,1346
Safb,321,514,1229,1606,2032,700,522,2374,556,2354,1362,2453
Safb2,593,5,1041,1557,354,1511,805,1282,259,791,259,757
Sag,0,0,0,0,0,0,0,0,0,446,0,42
Sall1,0,0,0,1,0,0,0,0,0,0,2,0
Sall2,11,17,568,1363,824,214,78,672,188,1402,233,734
Sall3,0,0,0,0,0,0,0,0,0,0,0,0
Sall4,0,0,0,0,0,0,0,0,0,0,0,0
Samd1,17,5,120,3,24,278,0,0,43,1,0,0
Samd10,0,0,4,26,1148,307,1,503,406,218,790,67
Samd11,25,0,0,0,0,0,0,0,0,0,0,160
Samd12,7,0,53,0,220,276,24,0,183,432,17,0
Samd14,14,5,228,500,12,135,6,198,268,611,248,14
Samd3,0,0,0,0,0,0,0,0,0,0,0,0
Samd4,1,11,69,0,171,195,0,0,60,520,18,107
Samd4b,79,17,151,398,78,208,2,104,139,127,102,329
Samd5,0,0,0,0,0,0,0,0,298,460,0,11
Samd7,5,0,0,3,2,3,2,3,2,0,2,2
Samd8,151,172,541,164,962,1970,173,1073,588,1159,90,264
Samd9l,0,0,0,0,0,0,0,0,0,27,0,0
Samhd1,5,0,58,190,0,7,0,280,7,1,1,67
Samm50,33,0,528,727,409,504,2,153,316,2562,757,1033
Samsn1,0,0,0,0,0,0,0,0,0,0,0,0
Samt1,0,0,0,0,0,0,0,0,0,0,0,0
Samt2,0,0,0,0,0,0,0,0,0,0,0,0
Samt3,0,0,0,0,0,0,0,0,0,0,0,0
Samt4,0,0,0,0,0,0,0,0,0,0,0,0
Sap130,5,163,215,12,410,269,460,403,306,335,298,793
Sap18,162,126,924,313,1033,964,70,558,589,1143,280,1013
Sap25,0,0,0,0,0,0,0,0,0,0,0,0
Sap30,0,0,8,4,74,0,0,0,0,29,49,0
Sap30bp,1,1073,272,0,1061,503,1,0,536,987,351,858
Sap30l,9,0,45,0,0,0,8,0,52,45,43,0
Sapcd1,0,0,0,0,0,0,0,0,0,0,0,0
Sapcd2,0,0,0,0,0,0,0,0,0,0,0,0
Sar1a,112,198,1087,890,1780,1132,239,1742,1335,1105,342,1915
Sar1b,60,766,403,598,2250,738,217,37,861,2088,805,2397
Sardh,0,0,0,0,0,0,0,0,139,0,0,153
Sarm1,120,18,2,85,27,90,44,0,93,12,1,1310
Sarnp,246,185,655,1119,1095,642,355,1764,636,2452,1996,762
Sars,203,466,1668,1077,1283,448,126,2502,1331,3924,1790,2967
Sars2,4,0,101,0,246,101,51,0,50,52,0,111
Sart1,66,5,124,3592,671,425,0,1354,341,962,201,686
Sart3,132,1158,959,1348,669,186,3,22,448,626,980,819
Sash1,36,667,4,7,18,0,0,641,15,160,3,239
Sash3,0,0,0,0,0,0,0,0,0,0,0,0
Sass6,80,11,123,184,337,131,95,181,62,17,101,225
Sat1,107,0,49,0,1,82,62,718,185,1524,36,365
Sat2,15,0,348,385,344,34,0,633,237,549,0,186
Satb1,68,119,452,85,392,496,176,255,78,627,350,791
Satb2,16,16,2,5,1,3,8,4,4,7,0,0
Satl1,0,0,0,0,0,0,0,0,0,0,0,0
Sav1,12,0,30,16,1,16,0,88,12,22,4,106
Saysd1,47,8,247,85,53,251,17,248,182,257,663,414
Sbds,217,1235,515,150,943,476,61,268,956,925,487,850
Sbf1,360,1695,1611,1208,1309,1713,712,585,652,1679,35,997
Sbf2,206,0,1017,1570,522,192,140,466,820,128,1234,1034
Sbk1,57,0,50,0,0,103,92,1,290,149,83,9
Sbk2,0,0,0,0,0,0,0,0,0,0,0,0
Sbno1,490,855,2158,4292,2905,3633,214,478,1807,3917,1391,3719
Sbno2,14,0,11,0,191,417,362,743,0,118,0,87
Sbp,0,0,0,0,0,0,0,0,0,0,0,0
Sbpl,0,0,0,0,0,0,0,0,0,0,0,0
Sbsn,95,14,56,0,50,50,0,203,193,498,184,121
Sbspon,0,9,61,0,0,0,0,0,0,0,0,0
Sc4mol,100,158,0,1149,2,368,0,1,127,422,180,406
Sc5d,12,20,380,842,603,291,71,281,294,983,529,829
Scaf1,73,425,378,426,555,600,154,382,93,684,930,599
Scaf11,326,624,188,36,871,932,309,601,350,667,1267,1097
Scaf4,138,15,632,114,411,868,1,335,62,850,1040,521
Scaf8,36,1,311,2423,168,871,61,833,492,612,29,200
Scai,223,392,410,1794,474,502,575,510,552,1278,18,1468
Scamp1,206,766,1428,1012,3523,1848,1240,1647,2333,3080,706,2058
Scamp2,5,1,6,28,0,21,3,53,81,73,214,358
Scamp3,9,5,385,9,1039,726,3,796,680,3045,0,997
Scamp4,0,14,616,150,1233,533,0,327,417,1349,700,1093
Scamp5,375,1641,2475,2349,3981,2148,356,925,2733,4070,1992,4625
Scand1,43,0,98,359,323,85,3,127,246,802,391,116
Scap,210,73,652,2421,377,577,1,1215,962,569,7,1002
Scaper,770,1568,394,729,1035,585,255,1029,476,585,679,134
Scara3,0,4,0,0,0,0,0,0,0,1,0,0
Scara5,0,0,0,0,0,0,0,0,0,0,0,0
Scarb1,0,27,377,1028,170,815,454,192,295,1428,585,394
Scarb2,0,0,38,199,0,482,0,0,107,322,516,20
Scarf1,94,0,21,1047,0,0,0,0,0,0,0,0
Scarf2,5,0,2,0,0,0,0,0,0,0,0,0
Scarna10,0,0,0,0,0,0,0,0,0,4,0,0
Scarna13,0,0,33,0,6,1,0,0,0,0,0,0
Scarna17,0,0,0,0,0,0,0,0,0,0,0,0
Scarna2,3,0,7,0,6,0,0,0,0,0,0,1
Scarna3a,0,0,0,0,0,0,0,0,4,0,0,0
Scarna3b,0,0,2,0,4,1,0,0,8,8,0,2
Scarna6,0,0,4,0,0,0,0,0,0,0,0,0
Scarna8,0,0,0,0,0,0,0,0,0,0,0,0
Scarna9,0,0,0,0,0,0,0,0,0,0,3,0
Sccpdh,49,0,153,41,845,244,6,343,632,424,420,696
Scd1,3,0,49,1,48,0,0,26,9,725,0,1
Scd2,143,3772,795,104,1703,1673,109,545,2893,1703,1380,1531
Scd3,73,28,23,45,12,59,18,45,87,13,24,15
Scd4,13,0,10,13,16,28,0,13,0,3,1,15
Scel,0,0,0,0,349,0,0,0,0,0,0,21
Scfd1,253,1,683,1829,846,502,11,883,225,837,196,327
Scfd2,18,4,17,1166,315,222,3,20,122,117,146,92
Scg2,208,3074,1627,290,3966,2454,258,1015,2542,3032,789,6528
Scg3,223,780,256,711,536,803,35,851,1452,436,1210,956
Scg5,5,57,469,533,1779,942,110,268,897,2248,943,2141
Scgb1a1,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b2,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b20,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b24,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b27,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b29,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b3,0,0,0,0,0,1,0,0,0,0,0,0
Scgb1b30,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1b7,0,0,0,0,0,0,0,0,0,0,0,0
Scgb1c1,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b19,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b2,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b20,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b23-ps,0,0,0,2,3,0,0,10,0,0,7,0
Scgb2b24,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b26,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b27,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b3,0,0,0,0,0,0,0,0,0,0,0,0
Scgb2b7,0,0,0,0,0,0,0,0,0,0,0,0
Scgb3a1,0,0,0,0,0,0,0,0,0,0,0,0
Scgb3a2,0,0,0,0,0,0,0,0,0,0,0,0
Scgn,129,0,0,0,0,0,190,129,2,152,0,0
Schip1,0,68,175,80,412,211,36,174,101,439,152,201
Scimp,0,0,0,0,0,0,0,0,0,0,0,0
Scin,10,11,22,20,2,13,16,17,14,3,2,20
Sclt1,11,3,201,169,15,145,0,176,39,640,0,8
Scly,25,0,45,69,21,12,15,176,87,78,3,163
Scmh1,68,0,144,0,255,442,0,817,234,72,353,117
Scml2,0,0,0,0,0,0,0,0,0,3,0,0
Scml4,3,4,4,8,4,7,2,5,17,5,10,2
Scn10a,0,0,0,0,0,0,0,0,0,0,0,0
Scn11a,0,0,0,0,0,0,0,0,0,0,0,0
Scn1a,245,218,1397,97,739,506,413,1801,886,115,12,4868
Scn1b,126,493,169,2,132,531,144,343,344,1141,243,888
Scn2a1,972,1019,2200,1062,4246,3693,1002,1463,2968,4414,812,1458
Scn2b,291,1684,1534,2840,3543,2339,1012,2240,2006,5915,1765,3486
Scn3a,485,350,1578,1922,1548,2206,1087,1485,919,919,930,1261
Scn3b,1631,2994,4139,2607,7614,2927,452,4060,3217,4232,2861,5201
Scn4a,0,0,0,0,0,0,0,0,0,0,0,0
Scn4b,0,0,0,0,65,0,0,1,0,0,0,0
Scn5a,0,0,0,0,0,0,0,0,0,0,0,0
Scn7a,0,0,0,0,12,0,0,0,0,0,0,0
Scn8a,1085,4048,2803,326,2676,4168,2162,1545,3438,3381,833,2757
Scn9a,0,0,0,412,0,16,1,0,102,3,0,421
Scnm1,76,629,319,365,700,747,18,453,294,483,1149,377
Scnn1a,7,4,104,0,385,49,29,23,249,195,177,38
Scnn1b,0,0,0,0,0,0,0,0,0,0,0,0
Scnn1g,0,0,0,0,3,0,0,0,0,0,0,0
Sco1,114,56,77,45,280,90,37,221,71,99,5,235
Sco2,0,0,0,0,0,0,0,0,0,0,0,0
Scoc,311,313,455,1041,1319,1125,49,762,1263,3582,766,3355
Scp2,9,2002,699,1061,2228,552,444,1134,787,3206,727,1431
Scp2d1,0,0,2,82,0,0,0,0,0,0,0,32
Scpep1,5,48,92,0,168,0,8,0,14,5,0,122
Scrg1,17,243,0,0,35,15,0,5,136,221,0,38
Scrib,20,3,79,0,23,1,7,91,154,399,0,376
Scrn1,31,0,148,418,451,550,1,55,43,35,227,1763
Scrn2,0,0,0,0,0,0,0,0,0,280,0,95
Scrn3,102,5,85,535,1069,208,28,155,65,245,0,578
Scrt1,20,18,0,1,0,7,4,3,0,6,4,17
Scrt2,4,1,88,0,12,21,20,110,1,226,95,115
Sct,0,0,0,0,0,0,0,0,0,0,0,0
Sctr,0,0,0,0,0,0,0,0,0,0,0,0
Scube1,5,2,1,6,2,3,0,8,15,6,11,1
Scube2,0,0,0,0,0,0,3,0,0,0,0,0
Scube3,0,0,13,0,0,22,23,0,0,0,1,27
Scx,0,0,0,0,0,0,0,0,0,0,0,11
Scyl1,94,213,353,1218,985,225,8,992,398,878,1659,1908
Scyl2,69,4,0,0,1,18,4,10,59,0,0,3
Scyl3,46,1,568,410,872,133,180,7,58,180,0,394
Sdad1,72,0,106,7,164,159,130,324,26,213,942,161
Sdc1,0,0,0,0,0,0,0,0,0,0,502,0
Sdc2,129,408,164,1,37,1,17,97,211,167,91,109
Sdc3,48,2574,1116,1115,533,726,56,610,353,1417,1431,1733
Sdc4,5,402,62,1030,163,3,2,494,292,1557,1039,262
Sdcbp,269,1277,2658,2143,8499,4280,277,2872,4114,8754,2526,7868
Sdcbp2,0,0,0,1,18,0,0,0,0,3,0,0
Sdccag3,243,156,1755,1416,492,949,51,528,561,313,837,1265
Sdccag8,124,2196,385,1060,446,626,39,466,484,478,397,761
Sde2,54,340,830,14,342,142,108,61,153,1335,196,888
Sdf2,153,0,446,1021,665,412,341,580,380,1659,41,734
Sdf2l1,109,0,196,19,208,176,0,385,95,607,0,116
Sdf4,128,1104,1689,2,1249,1151,20,193,1398,4168,3659,1573
Sdha,244,2128,1566,3683,9611,2821,81,830,1998,7482,1002,7920
Sdhaf1,22,8,206,0,486,273,107,0,203,1390,648,225
Sdhaf2,84,563,445,1574,1000,659,92,624,434,2096,240,1446
Sdhb,41,293,1603,3885,1952,2615,242,1470,2625,5279,2526,5007
Sdhc,45,663,426,837,1189,676,363,683,1253,2489,1375,1024
Sdhd,60,1380,864,958,1336,851,166,1101,915,2319,2085,1688
Sdk1,0,0,0,0,0,0,0,0,0,17,0,0
Sdk2,0,0,0,0,0,0,0,0,83,29,0,149
Sdpr,323,0,129,0,6,183,0,0,0,3,0,19
Sdr16c5,0,0,0,0,0,0,0,0,0,0,0,0
Sdr16c6,0,0,0,0,0,0,0,0,0,0,0,0
Sdr39u1,30,933,670,0,895,840,200,753,852,3575,1607,908
Sdr42e1,56,0,0,0,0,166,0,0,16,28,0,0
Sdr9c7,0,0,0,0,0,0,0,0,0,0,0,0
Sds,0,0,0,0,0,0,0,0,0,0,0,4
Sdsl,0,0,0,0,0,0,0,0,0,0,0,36
Sebox,0,0,106,0,0,0,0,0,0,0,0,0
Sec1,108,1018,155,0,952,155,12,0,4,0,0,636
Sec11a,69,410,485,587,139,320,0,685,47,1187,399,645
Sec11c,402,1391,727,1242,1114,604,228,630,1020,2339,606,1124
Sec13,5,1176,425,64,509,1053,301,706,671,1895,1489,636
Sec14l1,470,1610,857,232,1828,1735,1085,172,1464,3528,1828,3206
Sec14l2,387,0,54,69,232,56,8,53,229,116,228,143
Sec14l3,21,6,8,1,0,90,8,3,30,45,0,241
Sec14l4,0,0,0,0,0,0,0,0,0,63,0,193
Sec14l5,0,0,0,0,0,0,0,0,0,0,0,0
Sec16a,1,532,447,544,539,955,615,542,732,731,379,871
Sec16b,0,0,0,0,0,0,0,0,0,0,13,0
Sec22a,42,0,313,0,418,640,1,0,1005,489,425,249
Sec22b,17,372,569,1355,1425,717,110,16,438,1438,433,1396
Sec22c,24,4,283,463,21,195,541,112,359,10,165,113
Sec23a,152,361,860,4,1621,1494,239,104,1134,1078,249,2390
Sec23b,222,22,226,0,358,28,20,0,124,815,141,1404
Sec23ip,251,108,402,324,635,98,13,761,214,1378,650,768
Sec24a,21,2,438,2237,590,104,53,83,214,176,676,563
Sec24b,21,1,354,540,702,134,80,448,369,330,226,634
Sec24c,132,161,467,912,2089,626,2,1,161,1489,158,2826
Sec24d,90,0,228,486,291,45,34,33,514,332,1086,69
Sec31a,136,15,974,1872,1203,996,194,149,313,1072,532,1344
Sec31b,0,0,0,0,0,0,0,0,0,0,0,0
Sec61a1,112,1616,867,156,506,541,142,92,615,1438,368,1811
Sec61a2,90,75,927,1262,1496,1333,430,1282,862,103,736,441
Sec61b,61,321,288,711,617,287,0,307,634,838,899,250
Sec61g,65,458,150,625,581,633,66,396,727,1853,1203,370
Sec62,365,787,765,346,2090,896,163,438,768,1217,474,1685
Sec63,281,489,144,503,275,714,24,275,578,177,140,425
Secisbp2,280,468,323,0,187,165,45,615,155,180,0,779
Secisbp2l,249,342,520,1313,632,935,298,68,338,623,232,220
Sectm1a,0,0,0,0,0,0,0,0,0,0,0,0
Sectm1b,0,0,0,0,0,0,0,0,0,3,0,0
Seh1l,353,700,562,1062,1190,811,1,133,661,857,452,387
Sel1l,198,1498,1065,500,1396,1737,58,483,1015,1352,994,1225
Sel1l2,0,0,0,0,0,0,0,2,0,0,0,0
Sel1l3,31,0,550,0,372,365,2,0,294,0,0,440
Sele,0,0,0,0,0,0,0,0,0,0,0,0
Selenbp1,0,0,61,0,0,0,0,0,51,207,0,0
Selenbp2,0,0,0,0,0,0,0,0,24,6,0,0
Selk,60,1095,825,1560,1394,1301,126,1626,1400,3676,1077,1212
Sell,0,0,0,0,0,0,0,0,0,0,0,0
Selm,284,1965,558,1703,733,1187,108,1320,913,3641,1991,830
Selp,0,0,0,0,0,0,0,0,0,0,0,0
Selplg,8,0,2,251,0,9,2,13,19,327,714,1
Selrc1,0,0,131,1313,627,432,0,6,50,94,671,284
Sema3a,14,1,13,9,1,8,13,31,9,7,7,18
Sema3b,33,0,0,0,0,0,0,0,0,0,0,0
Sema3c,22,0,48,0,1,36,0,0,0,196,3,71
Sema3d,0,0,0,0,0,0,0,0,0,0,0,0
Sema3e,27,4,51,17,144,9,7,98,33,286,2,6
Sema3f,0,0,0,0,0,0,0,0,0,0,0,0
Sema3g,0,0,0,0,0,0,2,0,0,0,0,0
Sema4a,0,1,0,0,0,0,0,0,0,27,0,0
Sema4b,38,1,19,71,13,107,15,27,51,129,1,182
Sema4c,0,0,47,0,0,0,0,129,20,1,0,0
Sema4d,33,1,392,49,0,13,5,1442,70,411,791,0
Sema4f,292,124,1212,242,334,1067,839,558,873,960,5,437
Sema4g,0,0,0,0,0,0,7,53,0,4,0,154
Sema5a,997,3098,4291,906,4218,4653,2111,3173,3598,4932,3438,2760
Sema5b,229,249,70,1371,60,57,1,254,484,152,0,236
Sema6a,3,16,18,0,132,3,0,7,129,1,3,10
Sema6b,319,53,90,401,52,143,17,82,83,242,0,40
Sema6c,0,66,11,0,23,3,0,0,0,0,0,87
Sema6d,102,204,526,822,177,1086,717,216,179,1769,271,2226
Sema7a,2,1547,240,1,9,200,0,2,30,105,0,260
Senp1,97,95,445,314,5,26,3,145,266,144,14,234
Senp2,482,131,1001,1004,2050,849,82,1288,555,741,114,1593
Senp3,96,70,1030,1250,313,629,132,126,1019,868,743,791
Senp5,100,117,25,70,434,592,137,353,758,453,57,484
Senp6,76,27,693,999,103,964,150,543,419,1066,1565,652
Senp7,116,20,940,0,49,213,71,252,252,1010,81,357
Senp8,1,41,160,0,218,303,13,12,104,9,0,336
Sep15,118,1751,1475,2086,1807,1634,72,821,1692,3028,1202,2053
Sephs1,0,104,149,33,0,36,0,231,113,303,1120,51
Sephs2,267,1034,641,147,1880,594,95,199,232,703,112,2206
Sepn1,145,0,151,0,292,93,1,0,101,420,1,264
Sepp1,1,3691,197,0,166,274,0,47,808,428,0,25
Sepsecs,7,61,52,3,144,0,0,0,33,15,0,100
Sept1,0,0,0,0,0,0,0,0,0,0,0,0
Sept10,15,0,0,0,0,0,0,0,26,15,0,0
Sept11,16,19,859,2393,1598,452,33,1609,644,483,558,2364
Sept12,0,0,0,0,0,0,0,0,0,0,0,0
Sept14,0,0,0,0,0,0,0,0,0,0,0,0
Sept2,57,809,519,1225,556,281,75,580,598,1668,318,490
Sept3,556,2656,3521,6579,4953,2735,338,3296,4440,5514,4918,5195
Sept4,70,0,38,57,359,392,1,117,1344,3,392,1163
Sept5,0,614,730,1372,3238,1223,152,506,638,2606,1496,1268
Sept6,17,1,170,0,3,1,11,1,0,609,2,653
Sept7,564,2127,1250,2981,2801,1674,303,884,1353,2704,2766,3793
Sept8,27,1237,430,0,501,455,15,741,652,1544,631,1171
Sept9,115,494,121,955,754,253,6,1269,449,514,2058,554
Sepw1,1685,7289,2245,9083,5553,5395,1113,4313,4672,21987,14016,2539
Serac1,13,738,403,830,704,978,84,11,318,128,145,114
Serbp1,567,1682,1091,1912,2648,2425,329,1823,2470,5759,2311,1393
Serf1,253,1,30,386,0,2,0,96,73,239,84,100
Serf2,620,2242,733,1457,1536,1222,461,1090,975,3351,4383,940
Sergef,117,367,279,0,236,378,0,1,288,6,726,675
Serhl,0,0,0,0,28,0,0,0,0,0,0,17
Serinc1,1271,2492,4106,2431,8107,5092,1117,1057,5520,13377,4775,7199
Serinc2,0,0,0,0,127,33,0,0,3,0,0,373
Serinc3,387,661,373,641,1009,1111,141,250,642,1111,1500,877
Serinc4,0,0,19,0,0,0,12,0,0,0,0,85
Serinc5,0,23,351,0,43,537,4,442,287,7,1082,358
Serp1,0,332,222,2407,1398,845,10,372,667,1668,17,976
Serp2,127,880,680,744,1430,975,92,812,679,2886,1395,1122
Serpina10,2,0,0,0,0,0,0,147,36,0,0,0
Serpina11,0,0,0,0,0,0,0,0,0,0,0,0
Serpina12,0,0,0,0,0,0,0,0,0,0,0,0
Serpina1a,6,7,14,12,4,18,6,27,14,2,9,14
Serpina1b,0,0,0,0,0,0,0,0,0,0,0,0
Serpina1c,0,0,0,0,0,0,0,0,0,0,0,0
Serpina1d,0,0,0,0,0,0,0,0,0,0,0,0
Serpina1e,0,0,0,0,0,0,0,0,0,0,0,0
