,GSM3690885_NS_NG18_htseq,GSM3690888_NS_NG21_htseq,GSM3690886_NS_NG19_htseq,GSM3690887_NS_NG20_htseq
Tmem119,0,272,0,0
Tmem120a,22,0,78,810
Tmem120b,0,0,0,0
Tmem121,0,0,9,1
Tmem123,0,65,107,1
Tmem125,0,0,0,0
Tmem126a,2363,327,0,1694
Tmem126b,0,740,16,372
Tmem127,1522,187,20,145
Tmem128,0,205,12,0
Tmem129,316,387,0,0
Tmem130,251,1174,831,7
Tmem131,2,73,630,26
Tmem132a,0,1050,593,73
Tmem132b,232,1153,410,954
Tmem132c,6,0,0,0
Tmem132d,0,0,0,0
Tmem132e,645,0,5,0
Tmem134,0,111,0,338
Tmem135,119,471,246,294
Tmem136,35,1,34,37
Tmem138,35,0,31,0
Tmem139,0,0,0,0
Tmem140,0,40,0,0
Tmem141,0,0,1,0
Tmem143,0,1,10,0
Tmem144,0,120,350,3
Tmem145,0,7,77,1
Tmem147,1400,1439,136,0
Tmem14a,0,191,123,1147
Tmem14c,765,137,231,614
Tmem150a,0,24,0,19
Tmem150b,0,0,0,0
Tmem150c,362,662,1,0
Tmem151a,0,2049,134,89
Tmem151b,0,320,16,16
Tmem154,0,0,0,0
Tmem158,8,22,149,2
Tmem159,0,410,0,0
Tmem160,446,307,331,282
Tmem161a,0,631,0,0
Tmem161b,23,121,85,54
Tmem163,0,0,8,0
Tmem164,0,523,0,297
Tmem165,1124,0,36,0
Tmem167,148,1238,324,1079
Tmem167b,0,1260,103,859
Tmem168,0,20,0,0
Tmem169,0,197,46,0
Tmem17,1280,0,0,0
Tmem170,0,0,0,0
Tmem170b,453,1236,151,776
Tmem171,0,236,1,0
Tmem173,0,0,0,0
Tmem174,0,0,0,442
Tmem175,0,73,0,323
Tmem176a,0,0,0,448
Tmem176b,12,181,141,1482
Tmem177,0,0,0,0
Tmem178,3,559,241,1124
Tmem178b,2,24,9,2
Tmem179,0,452,12,0
Tmem179b,0,0,0,0
Tmem18,0,332,0,0
Tmem180,0,0,0,0
Tmem181a,0,730,28,0
Tmem181b-ps,6,117,0,0
Tmem181c-ps,75,153,1,89
Tmem182,0,0,0,0
Tmem183a,2,1314,4,36
Tmem184a,0,0,0,0
Tmem184b,0,0,65,178
Tmem184c,2,563,135,0
Tmem185b,0,334,361,28
Tmem186,0,369,0,0
Tmem189,0,0,267,1
Tmem19,9,691,0,84
Tmem190,0,0,0,0
Tmem191c,0,1216,33,22
Tmem192,3,0,0,0
Tmem194,13,2,0,0
Tmem194b,84,0,0,0
Tmem196,0,0,1,0
Tmem198,0,588,84,17
Tmem198b,0,0,0,0
Tmem199,1179,1127,0,1034
Tmem2,0,63,171,0
Tmem200a,0,0,2,0
Tmem200b,0,0,0,0
Tmem200c,0,0,0,0
Tmem201,952,925,1,249
Tmem202,0,0,0,491
Tmem203,585,0,0,0
Tmem204,111,0,0,0
Tmem205,0,67,0,510
Tmem206,89,57,71,107
Tmem207,0,0,0,0
Tmem208,0,264,145,253
Tmem209,11,448,6,17
Tmem210,0,0,0,0
Tmem211,0,0,0,0
Tmem212,0,0,0,0
Tmem213,0,0,0,0
Tmem214,0,272,10,139
Tmem215,0,0,0,0
Tmem216,0,0,0,350
Tmem217,0,0,0,0
Tmem218,0,366,200,221
Tmem219,0,0,0,432
Tmem220,0,0,0,0
Tmem221,0,0,0,0
Tmem222,0,1222,177,467
Tmem223,1352,675,20,543
Tmem225,0,0,0,0
Tmem229a,0,0,188,377
Tmem229b,0,186,67,0
Tmem230,0,1098,0,607
Tmem231,0,0,43,197
Tmem232,0,0,0,0
Tmem233,0,0,0,0
Tmem234,1591,1067,114,1167
Tmem235,0,0,0,0
Tmem236,9,2,5,0
Tmem237,0,512,125,245
Tmem238,0,0,0,0
Tmem239,0,0,0,0
Tmem240,48,0,16,0
Tmem241,44,0,0,261
Tmem242,677,629,2,612
Tmem243,0,0,0,0
Tmem245,203,20,48,13
Tmem246,754,1175,181,872
Tmem247,0,0,0,0
Tmem248,0,0,84,0
Tmem25,15,0,163,370
Tmem251,0,0,4,0
Tmem252,0,7,0,0
Tmem253,0,0,0,0
Tmem254a,0,0,0,0
Tmem254b,0,0,0,0
Tmem254c,0,0,0,0
Tmem255a,1177,471,0,0
Tmem255b,0,0,0,0
Tmem256,663,280,331,1913
Tmem258,104,310,545,376
Tmem259,0,119,72,30
Tmem26,0,0,0,0
Tmem27,0,0,0,0
Tmem28,0,0,0,0
Tmem29,0,500,0,636
Tmem30a,123,1974,1538,2331
Tmem30b,0,0,0,0
Tmem30c,0,0,0,0
Tmem33,6,711,1835,321
Tmem35,397,665,840,296
Tmem37,0,0,0,0
Tmem38a,2112,1506,310,637
Tmem38b,74,4,40,6
Tmem39a,0,460,0,0
Tmem39b,1,0,0,1
Tmem40,0,0,0,0
Tmem41a,0,205,9,0
Tmem41b,0,419,96,474
Tmem42,319,454,3,0
Tmem43,1,570,52,775
Tmem44,0,0,0,0
Tmem45a,0,0,0,0
Tmem45b,44,86,44,32
Tmem47,371,1281,510,3513
Tmem48,0,25,0,0
Tmem5,3,18,194,1
Tmem50a,225,1523,1670,1263
Tmem50b,375,131,192,17
Tmem51,0,0,0,0
Tmem51as1,0,0,0,0
Tmem52,0,0,0,0
Tmem52b,0,0,0,0
Tmem53,0,0,0,380
Tmem54,0,0,0,1
Tmem55a,0,1201,44,1165
Tmem55b,0,160,307,407
Tmem56,14,859,222,0
Tmem57,937,229,14,0
Tmem59,1098,3829,1534,2282
Tmem59l,1780,4652,1716,1393
Tmem60,0,269,393,654
Tmem62,0,490,916,0
Tmem63a,0,0,23,0
Tmem63b,77,406,132,64
Tmem63c,0,165,223,0
Tmem64,149,0,735,356
Tmem65,2,61,49,471
Tmem66,409,3706,1621,2536
Tmem67,0,0,1,0
Tmem68,0,1198,180,10
Tmem69,92,175,139,273
Tmem70,1432,394,161,1426
Tmem71,0,0,16,0
Tmem72,0,0,0,0
Tmem74,0,694,0,0
Tmem74b,0,1,0,0
Tmem79,0,0,0,0
Tmem8,0,8,0,0
Tmem80,0,69,404,0
Tmem81,0,247,0,4
Tmem82,0,3,7,0
Tmem86a,0,171,0,0
Tmem86b,0,213,0,0
Tmem87a,0,225,0,298
Tmem87b,50,392,199,0
Tmem88,174,97,0,0
Tmem88b,161,192,34,25
Tmem89,0,0,0,0
Tmem8b,773,30,341,363
Tmem8c,21,0,0,0
Tmem9,2604,838,350,1429
Tmem91,0,0,0,0
Tmem92,0,0,0,0
Tmem95,0,0,0,0
Tmem97,0,419,0,0
Tmem98,0,0,1,0
Tmem9b,294,986,1250,633
Tmf1,3,1312,637,442
Tmie,0,0,0,48
Tmigd1,0,0,0,0
Tmlhe,10,11,27,6
Tmod1,0,305,0,0
Tmod2,3906,4079,1462,4975
Tmod3,19,105,43,24
Tmod4,0,0,0,0
Tmpo,0,254,135,545
Tmppe,331,21,30,20
Tmprss11a,0,0,0,0
Tmprss11bnl,0,0,0,0
Tmprss11c,0,0,0,0
Tmprss11d,0,0,0,0
Tmprss11e,0,0,0,0
Tmprss11f,0,0,0,0
Tmprss11g,1,5,0,0
Tmprss12,0,0,0,0
Tmprss13,2,2,4,0
Tmprss15,0,0,0,0
Tmprss2,0,0,0,0
Tmprss3,0,0,0,0
Tmprss4,0,0,0,0
Tmprss5,0,0,0,0
Tmprss6,0,0,0,0
Tmprss7,0,0,0,0
Tmprss9,0,0,0,0
Tmsb10,719,303,453,196
Tmsb15a,0,0,0,0
Tmsb15b1,0,19,0,0
Tmsb15b2,0,0,0,0
Tmsb15l,0,0,0,0
Tmsb4x,29228,19876,10477,32752
Tmtc1,0,9,65,3
Tmtc2,0,0,4,0
Tmtc3,0,0,324,556
Tmtc4,0,345,0,342
Tmub1,86,1,190,218
Tmub2,0,633,130,540
Tmx1,777,690,48,56
Tmx2,51,3105,409,2384
Tmx3,114,0,108,0
Tmx4,771,1221,968,1253
Tnc,0,0,0,0
Tnf,0,0,0,0
Tnfaip1,0,451,16,0
Tnfaip2,0,0,0,0
Tnfaip3,0,0,0,0
Tnfaip6,9,8,7,0
Tnfaip8,0,303,1,0
Tnfaip8l1,0,0,0,0
Tnfaip8l2,0,0,0,0
Tnfaip8l3,0,0,0,0
Tnfrsf10b,110,153,65,33
Tnfrsf11a,4,4,22,10
Tnfrsf11b,0,0,0,0
Tnfrsf12a,0,0,6,0
Tnfrsf13b,272,0,0,0
Tnfrsf13c,1,1,2,1
Tnfrsf14,0,0,0,0
Tnfrsf17,0,0,0,0
Tnfrsf18,0,0,0,0
Tnfrsf19,251,75,11,70
Tnfrsf1a,0,0,0,0
Tnfrsf1b,3,2,1,0
Tnfrsf21,2150,1506,275,6
Tnfrsf22,0,0,0,0
Tnfrsf23,0,0,0,0
Tnfrsf25,0,0,0,0
Tnfrsf26,0,2,0,0
Tnfrsf4,0,0,0,0
Tnfrsf8,0,0,0,0
Tnfrsf9,0,0,0,0
Tnfsf10,96,78,139,21
Tnfsf11,0,0,0,0
Tnfsf12,0,0,0,0
Tnfsf13,0,0,0,0
Tnfsf13b,0,0,0,0
Tnfsf14,0,0,0,0
Tnfsf15,2,1,10,0
Tnfsf18,0,0,0,0
Tnfsf4,0,0,0,0
Tnfsf8,0,0,0,0
Tnfsf9,0,0,0,0
Tnik,25,429,320,86
Tnip1,0,355,0,0
Tnip2,0,84,0,1
Tnip3,0,0,0,0
Tnk1,0,0,0,0
Tnk2,0,183,328,431
Tnks,84,21,470,1052
Tnks1bp1,0,471,0,0
Tnks2,1721,587,1126,2947
Tnmd,0,0,0,0
Tnn,0,0,0,0
Tnnc1,0,0,0,0
Tnnc2,0,0,0,0
Tnni1,0,0,0,0
Tnni2,0,0,0,0
Tnni3,0,0,0,0
Tnni3k,0,0,0,0
Tnnt1,0,0,0,0
Tnnt2,0,0,0,0
Tnnt3,0,0,0,0
Tnp1,0,0,0,0
Tnp2,0,0,0,0
Tnpo1,0,53,0,0
Tnpo2,449,1003,31,925
Tnpo3,558,2131,325,2274
Tnr,82,0,1,22
Tnrc18,75,10,643,19
Tnrc6a,143,26,566,1117
Tnrc6b,510,222,311,781
Tnrc6c,69,781,972,1466
Tns1,0,0,42,0
Tns3,1,12,0,380
Tns4,6,3,4,0
Tnxb,0,0,0,0
Tob1,100,641,14,627
Tob2,20,161,104,160
Toe1,0,0,0,0
Tollip,83,2950,2426,2482
Tom1,0,630,1,174
Tom1l1,0,130,2,0
Tom1l2,2498,1037,509,1054
Tomm20,1415,2629,1483,4554
Tomm20l,0,0,0,0
Tomm22,718,1976,638,562
Tomm34,1,551,517,841
Tomm40,902,1131,123,255
Tomm40l,16,890,6,803
Tomm5,674,1081,10,130
Tomm6,1252,632,346,1886
Tomm7,1598,760,850,1731
Tomm70a,2,898,1591,2605
Tomt,0,0,0,0
Tonsl,0,0,0,0
Top1,621,2308,941,1494
Top1mt,0,0,22,332
Top2a,0,1,0,0
Top2b,23,315,6,656
Top3a,0,63,0,0
Top3b,0,358,2,18
Topaz1,0,0,0,0
Topbp1,0,320,265,96
Topors,0,615,349,213
Tor1a,1031,937,722,94
Tor1aip1,4,6,22,0
Tor1aip2,33,1133,2,1722
Tor1b,1060,224,0,38
Tor2a,0,101,0,845
Tor3a,0,0,0,0
Tor4a,151,161,230,154
Tox,0,10,80,0
Tox2,0,47,45,0
Tox3,0,0,70,116
Tox4,1018,1408,422,23
Tpbg,0,1,41,718
Tpbpa,0,0,0,0
Tpbpb,0,0,0,0
Tpcn1,2,84,22,0
Tpcn2,0,0,0,6
Tpd52,0,566,22,37
Tpd52l1,27,1733,665,1184
Tpd52l2,1678,621,14,1203
Tpgs1,0,409,299,321
Tpgs2,0,151,4,1027
Tph1,0,0,0,0
Tph2,0,0,0,0
Tpi1,7344,8299,3030,10976
Tpk1,0,0,0,0
Tpm1,1248,2543,717,2508
Tpm2,0,434,0,0
Tpm3,3342,1412,4528,2748
Tpm4,128,52,26,0
Tpmt,71,36,23,290
Tpo,0,0,0,0
Tpp1,0,300,198,19
Tpp2,22,1358,88,893
Tppp,0,1900,935,3658
Tppp2,0,0,0,0
Tppp3,0,0,0,694
Tpr,428,1395,942,1415
Tpra1,0,573,193,0
Tprg,0,0,0,0
Tprgl,50,149,338,868
Tprkb,37,982,118,813
Tprn,1494,0,28,0
Tpsab1,0,0,0,0
Tpsb2,24,0,0,0
Tpsg1,0,0,0,0
Tpst1,0,529,177,0
Tpst2,195,221,0,0
Tpt1,4290,3860,2072,7851
Tpte,0,0,0,0
Tpx2,3,15,3,0
Tra2a,0,1014,33,362
Tra2b,219,1285,205,2406
Trabd,0,408,68,19
Trabd2b,14,0,3,2
Tradd,0,0,0,0
Traf1,0,0,0,0
Traf2,0,0,0,0
Traf3,0,241,0,7
Traf3ip1,11,0,13,406
Traf3ip2,0,23,82,166
Traf3ip3,0,0,0,0
Traf4,0,0,0,0
Traf5,0,0,0,0
Traf6,0,0,0,147
Traf7,0,0,0,586
Trafd1,0,185,16,296
Traip,0,502,0,931
Trak1,383,426,617,795
Trak2,2,873,10,0
Tram1,0,224,8,109
Tram1l1,314,644,78,0
Tram2,0,0,0,0
Trank1,154,1247,74,25
Trap1,476,281,0,957
Trap1a,0,0,0,0
Trappc1,774,1123,12,1000
Trappc10,115,69,252,0
Trappc11,60,813,4,235
Trappc12,2311,235,446,735
Trappc13,1265,439,193,322
Trappc2,0,972,0,384
Trappc2l,809,709,1131,1135
Trappc3,216,461,180,768
Trappc4,0,799,11,3263
Trappc5,2,694,44,0
Trappc6a,465,14,17,200
Trappc6b,0,1371,65,1057
Trappc8,0,1,799,1
Trappc9,72,937,146,1404
Trat1,0,0,0,0
Trcg1,0,30,0,0
Trdmt1,0,31,85,0
Trdn,0,0,2,0
Treh,0,0,0,0
Trem1,0,0,0,0
Trem2,0,455,9,0
Trem3,0,0,0,0
Treml1,0,0,0,0
Treml2,0,0,0,0
Treml4,0,0,0,0
Trerf1,0,6,0,0
Trex1,0,191,0,203
Trex2,0,0,0,0
Trf,0,0,170,0
Trh,0,0,0,0
Trhde,1,156,0,0
Trhr,203,0,92,0
Trhr2,0,0,0,0
Triap1,1025,406,232,762
Trib1,0,0,0,0
Trib2,25,967,130,3
Trib3,0,0,0,0
Tril,19,0,311,447
Trim10,0,0,0,0
Trim11,0,382,9,0
Trim12a,0,0,0,0
Trim12c,51,22,85,12
Trim13,2183,159,0,0
Trim14,0,0,0,0
Trim15,0,0,0,0
Trim16,0,0,0,0
Trim17,0,0,0,0
Trim2,3588,1472,2671,3774
Trim21,0,0,0,0
Trim23,722,865,0,0
Trim24,0,33,430,241
Trim25,2,0,5,1
Trim26,37,26,101,0
Trim27,3,479,25,20
Trim28,0,442,49,1062
Trim29,0,0,0,0
Trim3,438,147,418,351
Trim30a,0,0,0,0
Trim30b,0,0,0,0
Trim30d,0,0,0,0
Trim30e-ps1,0,0,0,0
Trim31,0,0,0,0
Trim32,198,3678,510,551
Trim33,308,266,3,670
Trim34a,0,0,0,0
Trim34b,0,0,0,0
Trim35,8,1933,960,1284
Trim36,7,14,36,8
Trim37,310,2545,905,801
Trim38,0,0,0,0
Trim39,7,121,178,2
Trim40,0,0,0,0
Trim41,372,287,0,5
Trim42,0,0,0,0
Trim43a,0,142,0,0
Trim43b,20,41,64,49
Trim43c,0,0,11,0
Trim44,4099,2910,468,1659
Trim45,0,1,0,0
Trim46,1778,417,29,370
Trim47,0,0,0,0
Trim50,0,0,0,0
Trim52,0,18,0,2
Trim54,0,0,0,0
Trim55,0,0,0,0
Trim56,0,3,0,0
Trim58,0,0,0,0
Trim59,0,0,96,0
Trim6,0,0,0,0
Trim60,0,0,0,0
Trim61,0,0,0,0
Trim62,0,0,0,0
Trim63,0,0,0,0
Trim65,0,0,19,0
Trim66,0,0,2,0
Trim67,2,37,7,8
Trim68,0,0,0,0
Trim69,0,0,0,0
Trim7,0,0,0,4
Trim71,0,61,0,0
Trim72,2,0,6,0
Trim75,0,0,0,0
Trim8,14,185,83,108
Trim9,723,2569,265,2525
Triml1,0,0,0,0
Triml2,0,0,0,0
Trio,0,418,146,6
Triobp,0,0,0,0
Trip10,0,0,0,0
Trip11,8,357,161,0
Trip12,20,2473,142,170
Trip13,0,0,0,0
Trip4,962,820,717,536
Trip6,0,0,0,0
Triqk,4,0,0,0
Trit1,0,0,22,0
Trmt1,68,414,56,493
Trmt10a,42,226,61,138
Trmt10b,0,0,30,532
Trmt10c,0,0,0,0
Trmt11,40,30,4,0
Trmt112,6,647,102,548
Trmt12,699,441,0,543
Trmt13,0,0,0,372
Trmt1l,0,1399,16,0
Trmt2a,0,53,2,101
Trmt2b,2,129,428,197
Trmt44,0,0,16,0
Trmt5,0,1,0,809
Trmt6,39,243,343,291
Trmt61a,3,443,3,408
Trmt61b,608,103,0,330
Trmu,1,313,54,0
Trnau1ap,0,177,9,0
Trnp1,57,0,28,256
Trnt1,0,99,249,2
Tro,653,199,76,491
Troap,341,0,0,0
Trove2,113,1199,419,794
Trp53,0,514,10,77
Trp53bp1,213,945,331,304
Trp53bp2,0,1,0,350
Trp53i11,28,349,140,19
Trp53i13,0,271,0,0
Trp53inp1,0,65,0,0
Trp53inp2,669,4,2,273
Trp53rk,2,2,0,2
Trp53tg5,0,0,0,0
Trp63,0,0,0,0
Trp73,0,0,0,0
Trpa1,0,0,0,0
Trpc1,0,44,58,68
Trpc2,0,197,1,368
Trpc3,0,0,0,0
Trpc4,0,0,0,165
Trpc4ap,0,629,13,662
Trpc5,320,0,0,0
Trpc6,0,372,49,674
Trpc7,0,2,0,0
Trpd52l3,0,0,0,0
Trpm1,0,0,0,0
Trpm2,8,2,9,14
Trpm3,36,958,63,33
Trpm4,0,0,0,0
Trpm5,0,0,0,0
Trpm6,0,0,0,0
Trpm7,0,1105,6,8
Trpm8,0,0,0,0
Trps1,3,310,28,0
Trpt1,0,0,0,0
Trpv1,0,0,0,0
Trpv2,0,0,0,0
Trpv3,0,0,0,0
Trpv4,0,0,0,0
Trpv5,0,0,0,0
Trpv6,0,0,0,0
Trrap,374,1894,235,1175
Trub1,989,160,205,59
Trub2,0,0,76,0
Try10,0,0,0,0
Try4,0,0,0,0
Try5,0,0,0,0
Tsacc,0,0,0,0
Tsc1,0,158,103,153
Tsc2,0,1364,48,6
Tsc22d1,6,3691,948,5072
Tsc22d2,2,170,102,634
Tsc22d3,109,1102,73,860
Tsc22d4,0,359,106,1203
Tsen15,323,352,0,1629
Tsen2,291,57,948,229
Tsen34,3073,860,689,1751
Tsen54,0,0,166,0
Tsfm,0,133,0,304
Tsg101,1651,1098,323,849
Tsga10,0,149,0,0
Tsga13,0,0,0,0
Tsga14,0,0,2,0
Tsga8,0,0,0,0
Tshb,0,0,0,0
Tshr,0,0,0,0
Tshz1,0,150,1117,11
Tshz2,102,51,4,340
Tshz3,6,37,37,33
Tsix,0,0,0,0
Tsks,0,0,0,0
Tsku,0,0,0,0
Tslp,0,0,0,0
Tsn,1028,1065,810,4059
Tsnax,2702,2626,382,1675
Tsnaxip1,0,0,0,0
Tspan1,0,0,0,0
Tspan10,0,0,0,0
Tspan11,0,0,0,0
Tspan12,0,351,6,3
Tspan13,1490,3212,1272,1718
Tspan14,31,0,131,0
Tspan15,5,7,6,905
Tspan17,0,56,4,0
Tspan18,8,604,210,8
Tspan2,672,146,36,15
Tspan3,2516,3959,881,3859
Tspan31,0,476,584,1165
Tspan32,0,0,0,0
Tspan33,218,306,19,195
Tspan4,0,2,0,0
Tspan5,56,443,236,28
Tspan6,40,288,23,1460
Tspan7,2719,14636,4853,21954
Tspan8,0,0,0,0
Tspan9,112,0,77,352
Tspo,0,0,0,0
Tspo2,0,0,0,0
Tspy-ps,0,0,0,0
Tspyl1,2453,2657,694,5920
Tspyl2,0,828,2,267
Tspyl3,0,443,170,0
Tspyl4,41,2212,2138,1504
Tspyl5,61,549,41,2691
Tsr1,0,420,151,319
Tsr2,1,495,171,796
Tsr3,0,68,33,61
Tssc1,24,364,311,712
Tssc4,126,2,508,168
Tssk1,0,0,0,0
Tssk2,0,0,0,0
Tssk3,0,0,0,0
Tssk4,0,0,0,0
Tssk5,0,0,0,0
Tssk6,0,0,0,2
Tst,0,0,0,39
Tsta3,1537,0,0,0
Tstd1,0,0,0,0
Tstd2,0,0,0,0
Tstd3,11,957,17,645
Tsx,0,0,0,0
Ttbk1,84,7,4,0
Ttbk2,73,66,107,510
Ttc1,366,377,208,983
Ttc12,0,0,3,0
Ttc13,0,323,766,16
Ttc14,29,1847,856,647
Ttc16,0,0,0,0
Ttc17,0,0,0,0
Ttc18,0,0,0,0
Ttc19,3,21,345,624
Ttc21a,0,0,0,0
Ttc21b,0,231,0,0
Ttc22,0,316,0,0
Ttc23,1,0,0,0
Ttc23l,0,0,1,0
Ttc24,0,0,0,0
Ttc25,0,26,0,0
Ttc26,9,1009,20,3
Ttc27,0,138,0,0
Ttc28,0,26,62,0
Ttc29,0,0,0,0
Ttc3,5925,9854,6451,8066
Ttc30a1,65,3,0,0
Ttc30a2,0,0,0,0
Ttc30b,0,274,0,1568
Ttc32,0,0,0,0
Ttc33,85,361,224,658
Ttc34,0,0,0,0
Ttc36,0,0,0,0
Ttc37,0,63,0,0
Ttc38,41,19,60,13
Ttc39a,0,0,0,0
Ttc39b,69,241,71,11
Ttc39c,259,83,0,137
Ttc39d,0,0,0,0
Ttc4,948,1081,0,1
Ttc5,13,975,24,225
Ttc7,0,0,16,0
Ttc7b,12,267,523,0
Ttc8,0,370,17,0
Ttc9,0,0,0,0
Ttc9b,324,652,316,259
Ttc9c,42,446,86,700
Ttf1,10,19,53,334
Ttf2,0,0,0,0
Tti1,0,261,0,0
Tti2,15,343,65,12
Ttk,0,0,0,0
Ttl,243,0,0,34
Ttll1,1,1351,6,58
Ttll10,0,0,0,0
Ttll11,0,0,0,358
Ttll12,0,554,219,0
Ttll13,0,0,0,0
Ttll2,0,0,0,0
Ttll3,29,2,0,0
Ttll4,0,0,0,0
Ttll5,0,238,125,0
Ttll6,0,0,0,0
Ttll7,3060,70,55,366
Ttll8,0,0,0,0
Ttll9,0,0,0,0
Ttn,1,0,1,0
Ttpa,197,25,0,0
Ttpal,0,325,85,0
Ttr,462,11,20,0
Ttyh1,710,333,113,4141
Ttyh2,49,71,1,29
Ttyh3,178,82,764,401
Tub,2,1128,85,74
Tuba1a,3605,4754,3839,5499
Tuba1b,2778,2892,1416,2485
Tuba1c,0,0,1,1
Tuba3a,0,0,0,0
Tuba3b,0,0,0,0
Tuba4a,3321,4109,661,2640
Tuba8,229,213,0,0
Tubal3,2,3,1,5
Tubb1,0,0,0,0
Tubb2a,1558,3510,1949,8068
Tubb2a-ps2,0,0,0,0
Tubb2b,339,440,547,388
Tubb3,18,1126,649,694
Tubb4a,350,2397,1212,1290
Tubb4b,75,1404,266,816
Tubb5,753,3210,771,3417
Tubb6,0,0,20,0
Tubd1,0,117,0,0
Tube1,0,125,0,0
Tubg1,0,591,20,220
Tubg2,89,1019,133,227
Tubgcp2,0,1364,200,1466
Tubgcp3,440,153,0,719
Tubgcp4,0,221,0,0
Tubgcp5,48,470,57,48
Tubgcp6,0,461,0,0
Tufm,163,1285,31,691
Tuft1,0,0,0,0
Tug1,1,1446,98,2099
Tulp1,0,0,0,0
Tulp2,0,0,0,0
Tulp3,48,161,170,0
Tulp4,26,572,240,323
Tusc1,0,3,0,0
Tusc2,1799,387,895,614
Tusc3,0,1863,2,675
Tusc5,0,0,0,0
Tut1,0,339,0,1
Tvp23a,567,349,0,3
Tvp23b,0,508,428,348
Twf1,0,1119,779,1944
Twf2,971,200,2,7
Twist1,0,1,3,0
Twist2,0,0,0,0
Twistnb,0,557,8,1182
Twsg1,0,493,10,292
Txk,0,0,0,0
Txlna,2,509,9,609
Txlnb,3,1,3,0
Txlng,0,127,23,0
Txn1,1113,655,316,1562
Txn2,169,1329,790,1414
Txndc11,0,90,9,221
Txndc12,0,60,33,166
Txndc15,0,1073,311,642
Txndc16,69,240,656,0
Txndc17,0,147,104,1680
Txndc2,0,0,0,0
Txndc5,114,869,61,0
Txndc8,0,0,0,0
Txndc9,0,336,318,120
Txnip,0,0,129,0
Txnl1,0,853,193,1556
Txnl4a,3122,1427,189,2778
Txnl4b,0,654,2,508
Txnrd1,121,1252,500,99
Txnrd2,0,340,0,13
Txnrd3,0,112,14,3
Tyk2,0,185,0,0
Tymp,0,0,0,0
Tyms,0,9,8,0
Tyms-ps,0,0,3,0
Tyr,270,146,118,148
Tyro3,0,0,189,0
Tyrobp,0,1574,378,1
Tyrp1,0,0,0,0
Tysnd1,0,303,0,0
Tyw1,2,239,12,15
Tyw3,23,179,44,83
Tyw5,88,221,5,588
U05342,0,0,0,0
U2af1,608,424,0,1159
U2af1l4,0,184,4,349
U2af2,330,427,271,131
U2surp,179,1906,448,1675
U90926,0,0,0,0
Uaca,0,0,0,0
Uap1,68,7,70,0
Uap1l1,0,12,13,0
Uba1,176,1633,621,1218
Uba1y,0,38,20,0
Uba2,56,590,42,1346
Uba3,362,512,274,1786
Uba5,2,236,59,714
Uba52,2655,1811,2078,2888
Uba6,308,0,0,17
Uba7,0,0,0,0
Ubac1,5,0,100,1
Ubac2,0,311,71,720
Ubald1,879,1451,209,1313
Ubald2,0,0,0,0
Ubap1,267,1079,0,213
Ubap2,2,290,488,0
Ubap2l,183,2231,171,947
Ubash3a,0,0,0,0
Ubash3b,0,0,35,13
Ubb,2131,3287,709,3313
Ubc,395,1311,1130,1134
Ubd,0,0,0,0
Ube2a,0,751,402,804
Ube2b,218,2982,342,4051
Ube2c,4,22,3,3
Ube2cbp,0,0,0,0
Ube2d1,1202,279,92,488
Ube2d2a,768,1164,780,6027
Ube2d2b,0,0,0,0
Ube2d3,681,1028,1934,1195
Ube2dnl1,0,0,0,0
Ube2dnl2,0,0,0,0
Ube2e1,1,150,0,667
Ube2e2,1082,726,768,1684
Ube2e3,1503,1053,588,2710
Ube2f,735,0,11,1333
Ube2g1,9,938,30,772
Ube2g2,1,551,969,261
Ube2h,1817,49,587,1263
Ube2i,1171,1899,508,1194
Ube2j1,0,8,0,348
Ube2j2,21,35,58,31
Ube2k,2292,2137,184,1506
Ube2l3,40,1593,1081,2505
Ube2l6,1298,77,0,1
Ube2m,603,122,219,202
Ube2n,3027,3112,800,3902
Ube2o,303,297,113,1239
Ube2q1,7,136,413,295
Ube2q2,196,703,354,1
Ube2ql1,11,172,11,2120
Ube2r2,1426,425,526,1016
Ube2s,623,424,1,187
Ube2t,0,0,0,246
Ube2u,1,1,4,1
Ube2v1,53,1578,866,1037
Ube2v2,36,1843,54,2010
Ube2w,1558,1361,1049,2916
Ube2z,20,491,717,519
Ube3a,324,760,473,28
Ube3b,1249,354,1,4
Ube3c,96,401,237,412
Ube4a,0,549,2,2
Ube4b,431,614,11,454
Ubfd1,3,442,38,954
Ubiad1,0,0,0,0
Ubl3,1547,1051,771,2389
Ubl4,834,606,17,1905
Ubl4b,0,0,0,0
Ubl5,1865,1460,734,2633
Ubl7,43,1815,234,1254
Ublcp1,0,317,393,862
Ubn1,0,1,87,598
Ubn2,154,539,558,172
Ubox5,0,461,4,0
Ubp1,0,724,200,175
Ubqln1,1807,848,537,512
Ubqln2,1093,382,1123,1097
Ubqln3,0,0,0,0
Ubqln4,1717,370,73,1
Ubqlnl,0,0,0,0
Ubr1,17,553,22,440
Ubr2,356,764,256,355
Ubr3,35,628,988,275
Ubr4,277,931,332,439
Ubr5,91,54,139,195
Ubr7,9,510,1,59
Ubtd1,205,0,0,18
Ubtd2,0,80,52,387
Ubtf,55,1160,925,906
Ubtfl1,0,0,0,0
Ubxn1,330,770,39,103
Ubxn10,0,0,0,0
Ubxn11,1256,190,0,2
Ubxn2a,105,8,99,120
Ubxn2b,726,0,296,346
