,GSM3690880_HC_NG17_htseq,GSM3690879_HC_NG16_htseq,GSM3690878_HC_NG15_htseq
Tceb2,1612,3442,1658
Tceb3,0,17,0
Tcerg1,732,484,937
Tcerg1l,0,0,0
Tcf12,25,36,1233
Tcf15,0,0,0
Tcf19,0,0,0
Tcf20,202,2693,750
Tcf21,0,0,0
Tcf23,0,0,0
Tcf25,3454,378,3813
Tcf3,0,0,0
Tcf4,2272,2873,5501
Tcf7,0,0,0
Tcf7l1,0,0,0
Tcf7l2,97,15,45
Tcfl5,0,0,0
Tchh,0,0,0
Tchhl1,0,0,0
Tchp,0,440,446
Tcirg1,0,0,0
Tcl1,0,0,0
Tcl1b1,0,0,0
Tcl1b2,0,0,0
Tcl1b3,0,0,0
Tcl1b4,0,0,0
Tcl1b5,0,0,0
Tcn2,0,0,0
Tcof1,262,21,0
Tcp1,1663,117,981
Tcp10a,0,0,0
Tcp10b,0,0,0
Tcp10c,0,0,0
Tcp11,0,0,0
Tcp11l1,0,0,9
Tcp11l2,1,16,1477
Tcstv1,0,0,0
Tcstv3,0,0,0
Tcta,0,411,0
Tcte1,0,0,0
Tcte2,0,0,0
Tcte3,0,0,0
Tctex1d1,0,0,0
Tctex1d2,225,0,202
Tctex1d4,0,0,0
Tctn1,0,0,0
Tctn2,0,0,886
Tctn3,0,0,1042
Tdg,0,0,20
Tdgf1,0,0,0
Tdh,0,0,0
Tdo2,0,0,0
Tdp1,0,0,1505
Tdp2,0,0,454
Tdpoz1,0,0,0
Tdpoz2,0,0,0
Tdpoz3,0,0,0
Tdpoz4,0,0,0
Tdpoz5,0,0,0
Tdrd1,7,17,12
Tdrd12,0,0,0
Tdrd3,0,240,77
Tdrd5,0,0,0
Tdrd6,0,0,0
Tdrd7,1568,0,0
Tdrd9,0,0,0
Tdrkh,1457,11,421
Tead1,423,41,245
Tead2,0,6,0
Tead3,0,0,0
Tead4,0,0,0
Tec,0,0,0
Tecpr1,13,0,6
Tecpr2,16,1367,84
Tecr,5046,149,5054
Tecrl,0,0,0
Tecta,0,0,0
Tectb,0,0,0
Teddm1,0,0,0
Tef,1536,459,3571
Tefm,1033,0,371
Tek,0,0,0
Tekt1,323,0,0
Tekt2,0,0,0
Tekt3,0,0,0
Tekt4,0,0,0
Tekt5,0,0,307
Telo2,0,0,30
Ten1,1221,75,442
Tenc1,0,326,0
Tenm1,2,0,353
Tenm2,545,117,3736
Tenm3,34,2,152
Tenm4,566,1,468
Tep1,52,0,0
Tepp,0,0,0
Terc,0,0,0
Terf1,0,0,0
Terf2,2,1,0
Terf2ip,8,8,769
Tert,0,0,0
Tes,0,0,0
Tesc,1138,0,992
Tescl,0,0,0
Tesk1,0,0,0
Tesk2,0,0,0
Tespa1,0,0,0
Tet1,3,0,524
Tet2,1562,0,1226
Tet3,2,1004,320
Tex10,1290,0,466
Tex101,0,0,0
Tex11,0,0,0
Tex12,0,0,0
Tex13,5,1,0
Tex13a,0,0,0
Tex14,0,0,0
Tex15,0,0,675
Tex16,0,0,0
Tex19.1,0,0,0
Tex19.2,0,0,0
Tex2,12,3,429
Tex21,0,0,0
Tex22,0,0,0
Tex24,0,0,0
Tex26,0,0,0
Tex261,530,0,557
Tex264,475,51,800
Tex28,0,0,0
Tex29,0,0,0
Tex30,33,0,5
Tex33,0,0,0
Tex35,0,0,0
Tex36,0,0,0
Tex37,0,0,0
Tex38,0,0,0
Tex40,0,0,0
Tex9,8,1,17
Tfam,89,45,24
Tfap2a,5,8,7
Tfap2b,2,4,4
Tfap2c,0,0,0
Tfap2d,0,0,0
Tfap2e,0,0,0
Tfap4,0,0,0
Tfb1m,186,0,26
Tfb2m,1,0,95
Tfcp2,53,84,2
Tfcp2l1,3,0,3
Tfdp1,391,0,999
Tfdp2,0,0,20
Tfe3,1522,0,379
Tfeb,0,311,0
Tfec,0,0,0
Tff1,0,0,0
Tff2,0,0,0
Tff3,0,0,0
Tfg,3045,0,1540
Tfip11,0,348,617
Tfpi,0,0,57
Tfpi2,0,0,0
Tfpt,533,0,236
Tfr2,0,0,0
Tfrc,1875,339,0
Tg,0,0,0
Tgds,0,0,0
Tgfa,1,0,14
Tgfb1,0,0,0
Tgfb1i1,0,0,0
Tgfb2,9,1,411
Tgfb3,0,7,0
Tgfbi,0,1,0
Tgfbr1,0,15,1349
Tgfbr2,0,169,0
Tgfbr3,0,0,16
Tgfbrap1,6,0,0
Tgif1,0,0,0
Tgif2,0,0,0
Tgif2lx1,0,0,0
Tgif2lx2,0,0,0
Tgm1,0,0,0
Tgm2,0,0,0
Tgm3,3,2,1
Tgm4,0,0,0
Tgm5,0,0,0
Tgm6,0,0,0
Tgm7,0,0,0
Tgoln1,1109,27,791
Tgoln2,0,0,0
Tgs1,212,0,404
Tgtp1,0,0,0
Tgtp2,0,0,0
Th,0,233,0
Tha1,0,0,0
Thada,104,0,1
Thap1,6,0,0
Thap11,1535,30,460
Thap2,1,5,56
Thap3,1315,0,201
Thap4,0,0,809
Thap6,20,7,28
Thap7,443,787,105
Thbd,0,0,0
Thbs1,0,7,0
Thbs2,0,0,0
Thbs3,0,33,351
Thbs4,0,1,0
Theg,0,0,0
Them4,4,0,516
Them5,0,0,0
Them6,1,0,0
Themis,0,0,0
Themis2,0,0,0
Themis3,0,0,0
Thg1l,335,0,0
Thnsl1,198,0,386
Thnsl2,0,0,16
Thoc1,127,0,1
Thoc2,0,48,776
Thoc3,1,173,1568
Thoc5,74,0,0
Thoc6,0,0,0
Thoc7,530,669,434
Thop1,888,14,381
Thpo,0,0,1
Thra,382,1025,1027
Thrap3,475,62,633
Thrb,5,262,7
Thrsp,770,0,139
Thsd1,0,0,0
Thsd4,0,1,32
Thsd7a,492,1201,486
Thsd7b,0,0,286
Thtpa,0,0,46
Thumpd1,1096,0,1802
Thumpd2,0,0,0
Thumpd3,976,662,1224
Thy1,862,1610,1027
Thyn1,340,0,0
Tia1,137,104,804
Tial1,241,5,422
Tiam1,392,6,888
Tiam2,298,357,1266
Ticam1,0,0,0
Ticam2,0,0,0
Ticrr,0,0,0
Tie1,0,0,0
Tifa,0,0,0
Tifab,0,1,1
Tigd2,0,0,0
Tigd3,9,4,29
Tigd4,0,0,2
Tigd5,0,0,0
Tigit,103,46,77
Timd2,0,0,0
Timd4,0,0,0
Timeless,0,0,0
Timm10,1147,0,1211
Timm10b,471,0,168
Timm13,865,4070,1313
Timm17a,444,875,1913
Timm17b,368,11,97
Timm21,0,0,88
Timm22,569,83,32
Timm23,1110,387,2703
Timm44,84,0,191
Timm50,4,0,0
Timm8a1,0,37,288
Timm8a2,0,0,0
Timm8b,1325,1247,620
Timm9,0,0,637
Timmdc1,129,50,525
Timp1,0,0,0
Timp2,316,383,2128
Timp3,5,45,47
Timp4,0,0,39
Tinag,0,0,0
Tinagl1,0,0,0
Tinf2,0,0,0
Tiparp,0,230,146
Tipin,0,0,0
Tiprl,2768,4,318
Tirap,103,72,84
Tjap1,0,0,10
Tjp1,0,0,0
Tjp2,0,0,0
Tjp3,0,0,0
Tk1,0,0,0
Tk2,11,51,8
Tkt,337,119,21
Tktl1,0,0,0
Tktl2,0,0,0
Tlcd1,0,0,0
Tlcd2,26,0,6
Tle1,115,0,10
Tle2,0,0,1
Tle3,8,73,0
Tle4,1886,1242,80
Tle6,0,0,0
Tlk1,433,1,366
Tlk2,96,43,460
Tll1,6,4,365
Tll2,0,0,0
Tln1,350,166,10
Tln2,1511,14,1558
Tlr1,0,0,0
Tlr11,0,0,0
Tlr12,0,0,0
Tlr13,0,0,0
Tlr2,0,0,0
Tlr3,0,0,4
Tlr4,0,0,0
Tlr5,0,0,0
Tlr6,0,0,0
Tlr7,0,0,0
Tlr8,0,0,0
Tlr9,0,0,0
Tlx1,0,0,0
Tlx2,0,0,0
Tlx3,0,0,0
Tm2d1,1111,878,640
Tm2d2,0,0,1962
Tm2d3,774,0,378
Tm4sf1,0,0,0
Tm4sf19,0,0,0
Tm4sf20,0,0,0
Tm4sf4,0,0,0
Tm4sf5,0,0,0
Tm6sf1,0,0,0
Tm6sf2,0,0,0
Tm7sf2,319,0,221
Tm7sf3,1,2513,670
Tm9sf1,10,0,14
Tm9sf2,705,497,3289
Tm9sf3,20,21,207
Tm9sf4,149,4,996
Tma16,0,5,0
Tma7,851,720,1076
Tmbim1,0,0,0
Tmbim4,208,0,554
Tmbim6,4097,1,2771
Tmc1,0,1,0
Tmc2,19,4,6
Tmc3,0,0,0
Tmc4,0,0,0
Tmc5,17,0,0
Tmc6,0,0,189
Tmc7,0,0,0
Tmc8,1,1,1
Tmcc1,65,0,996
Tmcc2,523,202,709
Tmcc3,0,0,24
Tmco1,45,10,820
Tmco2,0,0,0
Tmco3,533,28,235
Tmco4,0,0,0
Tmco5,0,0,0
Tmco5b,0,0,0
Tmco6,0,411,208
Tmed1,0,0,0
Tmed10,6,11,843
Tmed11,0,0,0
Tmed2,231,112,2548
Tmed3,0,0,754
Tmed4,1110,58,940
Tmed5,154,11,271
Tmed6,0,0,0
Tmed7,1381,41,2180
Tmed8,0,3,2
Tmed9,753,102,1738
Tmeff1,493,1132,623
Tmeff2,1300,2691,3584
Tmem100,147,0,355
Tmem101,0,1,18
Tmem102,0,0,0
Tmem104,0,0,438
Tmem106a,0,0,0
Tmem106b,2751,2,1632
Tmem106c,2,0,1090
Tmem107,217,0,501
Tmem108,0,4,1170
Tmem109,0,753,435
Tmem11,0,0,0
Tmem110,0,0,0
Tmem115,237,0,445
Tmem116,0,0,66
Tmem117,0,0,200
Tmem119,0,697,0
Tmem120a,0,17,0
Tmem120b,0,0,438
Tmem121,0,4,0
Tmem123,0,0,0
Tmem125,5,0,0
Tmem126a,33,0,550
Tmem126b,0,0,299
Tmem127,438,681,1456
Tmem128,0,0,357
Tmem129,0,0,427
Tmem130,1422,38,3555
Tmem131,370,177,20
Tmem132a,512,0,1955
Tmem132b,1202,1,728
Tmem132c,0,2,0
Tmem132d,0,0,0
Tmem132e,0,0,17
Tmem134,376,0,121
Tmem135,889,0,588
Tmem136,6,21,591
Tmem138,16,0,283
Tmem139,0,0,0
Tmem140,0,0,0
Tmem141,0,991,0
Tmem143,0,0,5
Tmem144,0,0,142
Tmem145,0,0,6
Tmem147,503,179,520
Tmem14a,811,446,202
Tmem14c,0,332,855
Tmem150a,0,0,0
Tmem150b,0,0,0
Tmem150c,77,17,533
Tmem151a,1,1,2145
Tmem151b,30,0,220
Tmem154,0,0,0
Tmem158,158,11,0
Tmem159,0,0,432
Tmem160,222,633,0
Tmem161a,143,6,474
Tmem161b,0,84,553
Tmem163,0,0,125
Tmem164,0,43,1301
Tmem165,0,0,0
Tmem167,355,1313,183
Tmem167b,1244,1580,940
Tmem168,0,0,0
Tmem169,0,0,424
Tmem17,0,0,0
Tmem170,0,0,0
Tmem170b,2538,270,977
Tmem171,0,0,0
Tmem173,2,0,0
Tmem174,0,0,0
Tmem175,35,0,205
Tmem176a,0,0,0
Tmem176b,1,1726,0
Tmem177,120,0,0
Tmem178,0,24,847
Tmem178b,24,125,4
Tmem179,0,665,2006
Tmem179b,515,0,0
Tmem18,261,0,5
Tmem180,370,0,2
Tmem181a,135,0,221
Tmem181b-ps,5,0,158
Tmem181c-ps,169,0,456
Tmem182,0,0,0
Tmem183a,1,0,519
Tmem184a,0,0,0
Tmem184b,3,938,722
Tmem184c,23,0,740
Tmem185b,0,0,116
Tmem186,54,0,681
Tmem189,0,0,267
Tmem19,0,0,824
Tmem190,0,0,0
Tmem191c,1247,0,995
Tmem192,678,5,317
Tmem194,1,1,6
Tmem194b,0,0,0
Tmem196,0,0,0
Tmem198,106,223,799
Tmem198b,0,0,0
Tmem199,569,15,364
Tmem2,46,0,531
Tmem200a,0,0,0
Tmem200b,0,0,0
Tmem200c,0,0,6
Tmem201,306,0,827
Tmem202,0,0,0
Tmem203,197,0,311
Tmem204,0,0,0
Tmem205,0,0,1
Tmem206,86,104,65
Tmem207,0,0,0
Tmem208,346,547,142
Tmem209,404,8,470
Tmem210,0,0,0
Tmem211,0,0,0
Tmem212,0,0,0
Tmem213,0,0,0
Tmem214,830,0,136
Tmem215,0,0,0
Tmem216,0,0,0
Tmem217,0,0,0
Tmem218,0,0,0
Tmem219,0,275,0
Tmem220,0,0,0
Tmem221,0,0,0
Tmem222,458,1309,3178
Tmem223,366,524,500
Tmem225,0,0,0
Tmem229a,0,8,167
Tmem229b,0,0,0
Tmem230,161,799,0
Tmem231,0,0,94
Tmem232,0,0,152
Tmem233,0,0,0
Tmem234,413,115,711
Tmem235,0,0,0
Tmem236,8,3,0
Tmem237,0,0,414
Tmem238,0,0,0
Tmem239,0,0,0
Tmem240,39,24,3
Tmem241,0,0,2
Tmem242,508,709,86
Tmem243,0,0,0
Tmem245,62,9,106
Tmem246,436,19,803
Tmem247,0,0,0
Tmem248,73,0,377
Tmem25,1157,0,1
Tmem251,376,0,279
Tmem252,0,0,0
Tmem253,0,0,0
Tmem254a,0,0,0
Tmem254b,0,0,0
Tmem254c,0,0,0
Tmem255a,450,0,79
Tmem255b,0,0,0
Tmem256,780,593,458
Tmem258,460,298,510
Tmem259,74,0,283
Tmem26,0,0,0
Tmem27,0,0,0
Tmem28,0,0,0
Tmem29,4,0,552
Tmem30a,1977,148,3114
Tmem30b,0,0,0
Tmem30c,0,0,0
Tmem33,778,0,1071
Tmem35,1086,3,208
Tmem37,0,139,0
Tmem38a,1345,1128,2522
Tmem38b,64,9,5
Tmem39a,1,12,0
Tmem39b,0,0,365
Tmem40,0,0,0
Tmem41a,0,4,0
Tmem41b,2,0,217
Tmem42,0,1,66
Tmem43,2,0,163
Tmem44,0,0,0
Tmem45a,0,0,0
Tmem45b,107,7,35
Tmem47,1276,1,2521
Tmem48,0,0,0
Tmem5,0,97,0
Tmem50a,2199,1204,2633
Tmem50b,1393,204,1627
Tmem51,0,0,0
Tmem51as1,0,0,0
Tmem52,0,0,0
Tmem52b,0,0,0
Tmem53,0,0,0
Tmem54,0,0,0
Tmem55a,2,1,972
Tmem55b,8,60,410
Tmem56,437,0,291
Tmem57,362,0,569
Tmem59,1877,2,2862
Tmem59l,4296,1538,4896
Tmem60,0,937,551
Tmem62,0,0,0
Tmem63a,0,9,10
Tmem63b,1,1,344
Tmem63c,0,0,412
Tmem64,0,0,554
Tmem65,0,2,1
Tmem66,2190,2000,5894
Tmem67,74,3,0
Tmem68,60,1,125
Tmem69,661,179,199
Tmem70,1539,457,1546
Tmem71,0,0,0
Tmem72,0,0,0
Tmem74,0,0,0
Tmem74b,0,0,0
Tmem79,0,0,298
Tmem8,20,0,247
Tmem80,1,29,290
Tmem81,0,0,28
Tmem82,3,1,12
Tmem86a,0,0,0
Tmem86b,0,0,0
Tmem87a,31,46,417
Tmem87b,16,1,25
Tmem88,0,0,0
Tmem88b,15,4,34
Tmem89,0,0,0
Tmem8b,670,9,194
Tmem8c,0,0,0
Tmem9,1372,0,543
Tmem91,29,0,0
Tmem92,0,0,0
Tmem95,0,0,0
Tmem97,0,0,0
Tmem98,0,0,0
Tmem9b,2,245,1595
Tmf1,20,18,264
Tmie,0,0,0
Tmigd1,0,0,0
Tmlhe,16,18,31
Tmod1,1,0,846
Tmod2,2302,5684,4676
Tmod3,27,2,27
Tmod4,0,0,0
Tmpo,0,1380,257
Tmppe,13,51,26
Tmprss11a,0,0,0
Tmprss11bnl,0,0,0
Tmprss11c,0,0,0
Tmprss11d,0,0,0
Tmprss11e,0,5,0
Tmprss11f,0,0,0
Tmprss11g,0,0,2
Tmprss12,0,0,0
Tmprss13,13,0,1
Tmprss15,0,0,0
Tmprss2,0,0,0
Tmprss3,0,0,0
Tmprss4,0,0,0
Tmprss5,0,0,0
Tmprss6,0,0,0
Tmprss7,0,0,0
Tmprss9,0,0,0
Tmsb10,799,359,24
Tmsb15a,0,0,0
Tmsb15b1,0,0,61
Tmsb15b2,0,0,0
Tmsb15l,0,0,0
Tmsb4x,12395,16282,15369
Tmtc1,816,1,1997
Tmtc2,0,0,0
Tmtc3,0,0,43
Tmtc4,0,0,591
Tmub1,79,407,312
Tmub2,735,0,751
Tmx1,498,0,718
Tmx2,5227,719,4453
Tmx3,0,5,282
Tmx4,1191,1670,2609
Tnc,0,868,0
Tnf,0,0,0
Tnfaip1,0,1443,971
Tnfaip2,0,0,0
Tnfaip3,0,0,0
Tnfaip6,1,0,1
Tnfaip8,0,0,0
Tnfaip8l1,0,0,0
Tnfaip8l2,0,0,14
Tnfaip8l3,0,0,0
Tnfrsf10b,265,64,158
Tnfrsf11a,12,6,16
Tnfrsf11b,0,0,0
Tnfrsf12a,0,0,0
Tnfrsf13b,0,0,0
Tnfrsf13c,3,0,4
Tnfrsf14,0,0,0
Tnfrsf17,0,0,0
Tnfrsf18,0,0,52
Tnfrsf19,0,0,1479
Tnfrsf1a,0,0,0
Tnfrsf1b,3,1,1
Tnfrsf21,0,1,2185
Tnfrsf22,0,0,0
Tnfrsf23,0,0,0
Tnfrsf25,0,0,0
Tnfrsf26,0,0,1
Tnfrsf4,0,0,0
Tnfrsf8,0,0,0
Tnfrsf9,0,0,0
Tnfsf10,43,45,113
Tnfsf11,0,0,0
Tnfsf12,0,0,0
Tnfsf13,0,0,0
Tnfsf13b,0,0,0
Tnfsf14,0,0,0
Tnfsf15,5,5,1
Tnfsf18,0,0,0
Tnfsf4,0,0,0
Tnfsf8,0,0,0
Tnfsf9,0,0,0
Tnik,90,26,443
Tnip1,0,0,325
Tnip2,0,4,0
Tnip3,0,0,0
Tnk1,0,0,0
Tnk2,786,264,872
Tnks,35,23,57
Tnks1bp1,8,0,342
Tnks2,1225,453,625
Tnmd,0,0,0
Tnn,0,0,0
Tnnc1,0,0,0
Tnnc2,0,0,0
Tnni1,0,0,0
Tnni2,0,0,0
Tnni3,0,0,0
Tnni3k,0,0,0
Tnnt1,120,0,0
Tnnt2,0,0,0
Tnnt3,0,0,0
Tnp1,0,0,0
Tnp2,0,0,0
Tnpo1,82,0,0
Tnpo2,107,18,196
Tnpo3,0,1,484
Tnr,431,4,270
Tnrc18,0,0,14
Tnrc6a,398,15,28
Tnrc6b,594,71,429
Tnrc6c,381,1973,1776
Tns1,0,0,0
Tns3,1,77,174
Tns4,2,11,6
Tnxb,0,0,0
Tob1,44,66,835
Tob2,14,3,193
Toe1,0,699,0
Tollip,1061,418,3519
Tom1,0,0,0
Tom1l1,0,0,0
Tom1l2,0,1365,2200
Tomm20,771,0,1447
Tomm20l,0,6,0
Tomm22,205,2036,843
Tomm34,9,2636,330
Tomm40,578,1245,1408
Tomm40l,791,0,6
Tomm5,651,756,1602
Tomm6,857,618,724
Tomm7,264,570,396
Tomm70a,137,2714,1761
Tomt,0,0,86
Tonsl,0,0,0
Top1,1178,253,867
Top1mt,0,0,0
Top2a,0,0,0
Top2b,701,170,707
Top3a,0,0,0
Top3b,27,0,639
Topaz1,0,0,0
Topbp1,37,0,570
Topors,12,272,13
Tor1a,621,1,1331
Tor1aip1,17,0,0
Tor1aip2,33,1,6
Tor1b,909,1342,477
Tor2a,551,0,819
Tor3a,0,0,0
Tor4a,158,137,76
Tox,0,30,0
Tox2,0,0,0
Tox3,0,985,701
Tox4,41,718,1139
Tpbg,0,0,0
Tpbpa,0,0,0
Tpbpb,0,0,0
Tpcn1,0,0,0
Tpcn2,0,0,0
Tpd52,1949,75,3
Tpd52l1,540,0,1149
Tpd52l2,779,40,1103
Tpgs1,739,0,645
Tpgs2,921,0,831
Tph1,0,0,0
Tph2,0,0,0
Tpi1,8642,4868,9754
Tpk1,0,0,0
Tpm1,2989,148,1406
Tpm2,0,0,0
Tpm3,2731,372,2276
Tpm4,120,3,2
Tpmt,9,45,14
Tpo,0,0,0
Tpp1,0,296,1659
Tpp2,112,56,1270
Tppp,1522,362,2909
Tppp2,0,0,0
Tppp3,0,0,0
Tpr,1,12,1109
Tpra1,1,0,363
Tprg,0,0,0
Tprgl,129,1,344
Tprkb,8,0,680
Tprn,74,6,1
Tpsab1,0,0,0
Tpsb2,0,0,0
Tpsg1,0,0,0
Tpst1,251,22,304
Tpst2,860,0,624
Tpt1,3104,1194,2783
Tpte,0,0,0
Tpx2,2,17,3
Tra2a,47,0,476
Tra2b,1167,815,1717
Trabd,0,0,35
Trabd2b,0,7,21
Tradd,0,0,0
Traf1,0,0,0
Traf2,0,0,0
Traf3,0,25,225
Traf3ip1,0,0,3
Traf3ip2,0,0,0
Traf3ip3,0,0,0
Traf4,0,0,0
Traf5,0,0,0
Traf6,0,2,0
Traf7,0,0,0
Trafd1,1930,720,134
Traip,926,1,244
Trak1,0,0,13
Trak2,563,0,546
Tram1,1449,45,146
Tram1l1,893,0,603
Tram2,0,0,0
Trank1,860,10,3232
Trap1,0,6,969
Trap1a,0,0,0
Trappc1,1695,877,685
Trappc10,3,223,6
Trappc11,0,14,455
Trappc12,43,0,0
Trappc13,9,514,37
Trappc2,380,0,313
Trappc2l,999,158,1040
Trappc3,1051,1009,564
Trappc4,660,621,1004
Trappc5,0,0,361
Trappc6a,1,0,138
Trappc6b,320,30,718
Trappc8,30,2,1025
Trappc9,660,29,165
Trat1,0,0,0
Trcg1,0,0,0
Trdmt1,0,0,0
Trdn,0,0,0
Treh,0,0,0
Trem1,0,0,0
Trem2,32,0,0
Trem3,0,0,0
Treml1,0,0,0
Treml2,0,0,571
Treml4,0,0,0
Trerf1,56,0,0
Trex1,276,0,281
Trex2,0,0,0
Trf,0,178,0
Trh,0,0,0
Trhde,0,1,0
Trhr,0,0,420
Trhr2,0,0,0
Triap1,458,504,142
Trib1,0,0,0
Trib2,0,857,2
Trib3,0,0,0
Tril,0,302,0
Trim10,0,0,0
Trim11,0,5,336
Trim12a,0,0,0
Trim12c,12,347,21
Trim13,0,0,301
Trim14,0,0,0
Trim15,0,0,0
Trim16,0,0,0
Trim17,563,0,0
Trim2,2445,705,3023
Trim21,0,0,0
Trim23,1097,19,465
Trim24,0,344,164
Trim25,0,2,0
Trim26,0,162,616
Trim27,2,845,11
Trim28,471,1349,876
Trim29,0,0,0
Trim3,0,1,289
Trim30a,0,0,0
Trim30b,0,0,0
Trim30d,0,0,0
Trim30e-ps1,0,0,0
Trim31,0,0,0
Trim32,1738,109,5711
Trim33,0,43,400
Trim34a,0,0,0
Trim34b,0,0,0
Trim35,1403,337,3126
Trim36,9,10,13
Trim37,245,566,1341
Trim38,0,0,0
Trim39,3,2,730
Trim40,0,0,0
Trim41,1,0,257
Trim42,0,0,0
Trim43a,0,0,3
Trim43b,19,103,22
Trim43c,0,0,0
Trim44,1157,754,3166
Trim45,0,0,0
Trim46,0,1,829
Trim47,0,16,0
Trim50,0,0,0
Trim52,0,0,5
Trim54,0,0,0
Trim55,0,0,0
Trim56,4,2,1
Trim58,0,0,0
Trim59,26,0,0
Trim6,0,0,0
Trim60,0,0,0
Trim61,0,0,0
Trim62,175,0,0
Trim63,0,0,0
Trim65,0,0,0
Trim66,0,4,0
Trim67,5,3,3
Trim68,0,0,0
Trim69,0,0,0
Trim7,0,0,0
Trim71,0,0,0
Trim72,8,9,2
Trim75,0,0,0
Trim8,0,156,8
Trim9,2025,1928,3394
Triml1,0,0,0
Triml2,0,0,0
Trio,42,20,0
Triobp,0,0,0
Trip10,0,0,0
Trip11,1,1,0
Trip12,1113,0,15
Trip13,0,0,0
Trip4,67,65,80
Trip6,0,0,0
Triqk,21,4,0
Trit1,0,0,382
Trmt1,0,0,185
Trmt10a,66,7,31
Trmt10b,25,898,382
Trmt10c,0,0,228
Trmt11,0,0,0
Trmt112,888,1445,910
Trmt12,0,0,54
Trmt13,0,0,0
Trmt1l,1137,42,836
Trmt2a,1205,1658,655
Trmt2b,30,0,0
Trmt44,0,0,0
Trmt5,375,0,0
Trmt6,898,0,36
Trmt61a,2,2,6
Trmt61b,0,495,556
Trmu,0,0,263
Trnau1ap,563,854,121
Trnp1,286,0,0
Trnt1,0,4,583
Tro,21,545,2925
Troap,0,0,0
Trove2,11,164,627
Trp53,108,0,472
Trp53bp1,2077,58,697
Trp53bp2,0,6,0
Trp53i11,17,1171,2249
Trp53i13,0,0,0
Trp53inp1,0,0,0
Trp53inp2,1788,416,1742
Trp53rk,1,0,1
Trp53tg5,0,0,38
Trp63,0,0,0
Trp73,0,0,0
Trpa1,0,0,0
Trpc1,26,0,282
Trpc2,13,0,0
Trpc3,0,0,0
Trpc4,0,48,0
Trpc4ap,34,1,1807
Trpc5,0,0,0
Trpc6,0,0,1670
Trpc7,0,0,0
Trpd52l3,0,0,0
Trpm1,0,0,0
Trpm2,2,0,3
Trpm3,205,14,864
Trpm4,0,0,0
Trpm5,0,0,0
Trpm6,0,0,0
Trpm7,205,0,33
Trpm8,0,0,0
Trps1,2,0,0
Trpt1,0,0,0
Trpv1,0,0,0
Trpv2,0,0,0
Trpv3,0,0,0
Trpv4,0,0,0
Trpv5,0,0,0
Trpv6,0,0,0
Trrap,311,1307,1121
Trub1,231,1855,350
Trub2,0,2023,364
Try10,0,0,0
Try4,0,0,0
Try5,0,0,0
Tsacc,0,0,0
Tsc1,654,1,454
Tsc2,16,0,1178
Tsc22d1,2634,1438,4827
Tsc22d2,2,384,51
Tsc22d3,1787,56,833
Tsc22d4,46,1,2
Tsen15,612,281,588
Tsen2,2,0,0
Tsen34,886,758,1976
Tsen54,0,0,0
Tsfm,445,0,400
Tsg101,939,228,1833
Tsga10,0,0,0
Tsga13,0,0,0
Tsga14,0,0,191
Tsga8,0,0,0
Tshb,0,0,1
Tshr,0,0,0
Tshz1,1189,0,20
Tshz2,143,73,0
Tshz3,0,2,230
Tsix,0,0,0
Tsks,0,0,0
Tsku,0,0,0
Tslp,0,0,0
Tsn,1930,549,969
Tsnax,3730,1363,2347
Tsnaxip1,0,0,0
Tspan1,0,0,0
Tspan10,0,0,0
Tspan11,0,260,0
Tspan12,0,0,360
Tspan13,4075,1242,4964
Tspan14,0,0,695
Tspan15,7,14,85
Tspan17,0,0,0
Tspan18,5,1,660
Tspan2,6,5,412
Tspan3,1431,2,6918
Tspan31,4,411,1123
Tspan32,0,0,0
Tspan33,4,4,415
Tspan4,0,0,0
Tspan5,1092,783,731
Tspan6,0,1,424
Tspan7,9291,2839,21300
Tspan8,0,0,0
Tspan9,283,0,0
Tspo,317,0,0
Tspo2,0,0,0
Tspy-ps,0,0,0
Tspyl1,1382,780,1142
Tspyl2,208,17,289
Tspyl3,934,0,339
Tspyl4,3153,1038,2464
Tspyl5,2,2,449
Tsr1,18,0,59
Tsr2,3189,0,1323
Tsr3,379,0,366
Tssc1,687,0,290
Tssc4,0,6,280
Tssk1,0,0,0
Tssk2,0,0,0
Tssk3,0,0,0
Tssk4,0,0,0
Tssk5,0,0,0
Tssk6,0,0,0
Tst,0,0,0
Tsta3,164,0,917
Tstd1,0,0,0
Tstd2,0,0,0
Tstd3,5,5,262
Tsx,0,0,0
Ttbk1,0,5,104
Ttbk2,47,194,613
Ttc1,119,0,408
Ttc12,0,0,0
Ttc13,0,0,0
Ttc14,485,1,518
Ttc16,0,0,0
Ttc17,0,5,0
Ttc18,0,0,0
Ttc19,0,77,259
Ttc21a,0,0,0
Ttc21b,0,0,0
Ttc22,0,0,0
Ttc23,3,0,5
Ttc23l,0,0,0
Ttc24,0,0,0
Ttc25,0,0,0
Ttc26,1501,390,19
Ttc27,481,4,110
Ttc28,23,2,393
Ttc29,0,0,0
Ttc3,5474,3712,12408
Ttc30a1,0,1,0
Ttc30a2,0,0,0
Ttc30b,0,2,0
Ttc32,0,0,0
Ttc33,84,0,573
Ttc34,0,0,0
Ttc36,0,0,0
Ttc37,0,0,345
Ttc38,33,12,80
Ttc39a,0,0,0
Ttc39b,18,19,30
Ttc39c,5,33,6
Ttc39d,0,0,0
Ttc4,2,127,624
Ttc5,9,4,366
Ttc7,0,0,0
