,GSM3690875_HC_G15_htseq,GSM3690877_HC_G17_htseq,GSM3690876_HC_G16_htseq
Slc25a38,0,0,0
Slc25a39,7,1315,0
Slc25a4,1859,6447,502
Slc25a40,0,0,0
Slc25a41,0,0,0
Slc25a42,81,75,38
Slc25a43,0,0,0
Slc25a44,304,263,10
Slc25a45,0,0,0
Slc25a46,1020,85,151
Slc25a47,0,0,0
Slc25a48,0,0,0
Slc25a5,437,3149,214
Slc25a51,246,559,18
Slc25a53,1,23,0
Slc25a54,0,0,0
Slc26a1,0,0,0
Slc26a10,5,0,0
Slc26a11,0,0,4
Slc26a2,1,0,0
Slc26a3,0,0,0
Slc26a4,343,0,31
Slc26a5,0,0,0
Slc26a6,0,0,0
Slc26a7,0,0,0
Slc26a9,0,0,1
Slc27a1,126,46,25
Slc27a2,35,0,0
Slc27a3,0,0,0
Slc27a4,298,607,248
Slc27a5,0,0,0
Slc27a6,0,0,0
Slc28a1,0,0,0
Slc28a2,0,0,0
Slc28a3,257,106,118
Slc29a1,38,0,0
Slc29a2,0,0,0
Slc29a3,0,0,20
Slc29a4,5,147,1
Slc2a1,555,654,0
Slc2a10,5,3,1
Slc2a12,0,0,0
Slc2a13,511,2445,33
Slc2a2,0,0,0
Slc2a3,130,4,0
Slc2a4,48,16,5
Slc2a4rg-ps,0,0,0
Slc2a5,69,0,0
Slc2a6,130,8,1
Slc2a7,0,0,0
Slc2a8,4,92,0
Slc2a9,0,0,1
Slc30a1,1,228,0
Slc30a10,28,2,61
Slc30a2,1,0,1
Slc30a3,341,2852,777
Slc30a4,30,3,1
Slc30a5,59,118,0
Slc30a6,72,776,0
Slc30a7,2,224,30
Slc30a8,3,6,0
Slc30a9,29,5,351
Slc31a1,15,0,0
Slc31a2,21,0,0
Slc32a1,19,6,7
Slc33a1,277,0,0
Slc34a1,0,0,0
Slc34a2,0,0,0
Slc34a3,0,0,0
Slc35a1,3,26,0
Slc35a2,507,0,0
Slc35a3,157,0,10
Slc35a4,2,21,0
Slc35a5,57,1291,4
Slc35b1,255,0,21
Slc35b2,18,0,0
Slc35b3,0,0,0
Slc35b4,6,51,2
Slc35c1,49,2,0
Slc35c2,0,648,3
Slc35d1,34,14,62
Slc35d2,27,53,40
Slc35d3,0,0,1
Slc35e1,67,56,17
Slc35e2,404,328,178
Slc35e3,54,160,0
Slc35e4,0,0,0
Slc35f1,48,17,58
Slc35f2,18,54,0
Slc35f3,105,7,31
Slc35f4,29,0,1
Slc35f5,0,21,0
Slc35f6,4,0,15
Slc35g1,4,4,2
Slc35g2,0,3,0
Slc35g3,0,0,3
Slc36a1,70,5,14
Slc36a2,0,0,0
Slc36a3,0,0,0
Slc36a4,0,2,0
Slc37a1,0,0,9
Slc37a2,0,0,0
Slc37a3,9,3,0
Slc37a4,0,0,0
Slc38a1,180,1890,1
Slc38a10,32,0,20
Slc38a11,0,0,0
Slc38a2,493,491,278
Slc38a3,0,0,0
Slc38a4,0,0,0
Slc38a5,0,0,0
Slc38a6,73,49,53
Slc38a7,46,17,0
Slc38a8,0,0,0
Slc38a9,296,15,0
Slc39a1,194,471,10
Slc39a10,256,107,83
Slc39a11,0,0,0
Slc39a12,25,10,53
Slc39a13,8,0,0
Slc39a14,223,34,0
Slc39a2,0,1,0
Slc39a3,125,163,286
Slc39a4,0,0,0
Slc39a5,7,0,0
Slc39a6,74,3342,1
Slc39a7,1174,1557,29
Slc39a8,14,10,15
Slc39a9,173,23,0
Slc3a1,0,0,0
Slc3a2,120,204,103
Slc40a1,0,0,0
Slc41a1,155,2,906
Slc41a2,22,0,3
Slc41a3,8,6,1
Slc43a1,0,0,0
Slc43a2,151,198,84
Slc43a3,0,0,0
Slc44a1,0,26,0
Slc44a2,2,2,4
Slc44a3,0,0,0
Slc44a4,0,0,0
Slc44a5,29,717,427
Slc45a1,123,418,70
Slc45a2,0,0,0
Slc45a3,0,0,0
Slc45a4,0,0,0
Slc46a1,0,0,11
Slc46a2,0,0,0
Slc46a3,0,0,0
Slc47a1,0,0,0
Slc47a2,0,0,0
Slc48a1,109,6,10
Slc4a1,0,0,0
Slc4a10,468,176,657
Slc4a11,0,0,0
Slc4a1ap,5,1,112
Slc4a2,6,0,0
Slc4a3,8,16,18
Slc4a4,249,51,74
Slc4a5,2,0,0
Slc4a7,272,105,237
Slc4a8,83,0,0
Slc4a9,0,0,0
Slc50a1,141,0,0
Slc51a,0,0,0
Slc51b,0,0,0
Slc52a2,0,0,0
Slc52a3,0,0,0
Slc5a1,0,0,0
Slc5a10,0,0,0
Slc5a11,0,0,0
Slc5a12,55,7,10
Slc5a2,0,0,0
Slc5a3,222,9,58
Slc5a4a,0,0,0
Slc5a4b,0,0,0
Slc5a5,0,0,129
Slc5a6,0,0,15
Slc5a7,46,0,0
Slc5a8,0,0,0
Slc5a9,0,0,0
Slc6a1,334,820,218
Slc6a11,20,37,30
Slc6a12,0,0,8
Slc6a13,0,0,7
Slc6a14,0,0,0
Slc6a15,2,31,0
Slc6a17,69,182,79
Slc6a18,174,112,116
Slc6a19,0,0,0
Slc6a2,11,39,169
Slc6a20a,0,1,2
Slc6a20b,20,23,5
Slc6a3,0,0,2
Slc6a4,0,0,0
Slc6a5,0,0,0
Slc6a6,939,356,76
Slc6a7,6,0,0
Slc6a8,9,376,270
Slc6a9,13,0,0
Slc7a1,132,3,313
Slc7a10,4,13,0
Slc7a11,136,255,44
Slc7a12,0,0,0
Slc7a13,11,11,0
Slc7a14,1343,1274,3773
Slc7a15,0,0,0
Slc7a2,53,27,7
Slc7a3,62,4,0
Slc7a4,513,173,282
Slc7a5,30,1,0
Slc7a6,71,187,0
Slc7a6os,0,0,0
Slc7a7,0,744,0
Slc7a8,248,5,97
Slc7a9,0,0,0
Slc8a1,371,222,22
Slc8a2,25,38,0
Slc8a3,14,3,32
Slc9a1,2,0,0
Slc9a2,0,0,0
Slc9a3,0,0,0
Slc9a3r1,85,17,2
Slc9a3r2,4,7,5
Slc9a4,0,0,0
Slc9a5,7,33,0
Slc9a6,424,598,13
Slc9a7,1,57,0
Slc9a8,29,0,0
Slc9a9,0,176,0
Slc9b1,0,0,0
Slc9b2,0,0,0
Slc9c1,0,0,0
Slco1a1,0,0,0
Slco1a4,0,15,2
Slco1a5,0,0,0
Slco1a6,0,0,0
Slco1b2,0,0,48
Slco1c1,30,0,24
Slco2a1,0,0,0
Slco2b1,18,0,0
Slco3a1,24,157,1
Slco4a1,0,0,0
Slco4c1,0,0,0
Slco5a1,1030,0,0
Slco6b1,0,0,0
Slco6c1,0,0,0
Slco6d1,0,0,0
Slfn1,0,0,0
Slfn10-ps,0,0,0
Slfn14-ps,0,0,0
Slfn2,0,0,0
Slfn3,0,0,0
Slfn4,0,1,0
Slfn5,574,229,530
Slfn8,9,35,14
Slfn9,21,46,48
Slfnl1,0,0,0
Slirp,228,181,240
Slit1,394,233,0
Slit2,17,1328,0
Slit3,55,0,287
Slitrk1,1,1,0
Slitrk2,129,29,37
Slitrk3,1100,14,9
Slitrk4,102,24,3
Slitrk5,179,186,9
Slitrk6,0,0,0
Slk,88,420,11
Slmap,52,60,41
Slmo1,86,218,3
Slmo2,37,3,1
Sln,0,0,0
Slpi,0,0,0
Sltm,302,393,90
Slu7,53,152,1
Slurp1,0,0,0
Slx,0,0,0
Slx1b,15,14,6
Slx4,90,1,0
Slx4ip,4,232,1
Slxl1,0,0,0
Sly,0,0,0
Smad1,101,48,2
Smad2,227,12,3
Smad3,1,1584,0
Smad4,31,198,3
Smad5,53,0,0
Smad6,35,0,0
Smad7,59,0,187
Smad9,35,21,4
Smagp,0,0,0
Smap1,29,152,21
Smap2,178,1296,25
Smarca1,169,18,89
Smarca2,589,2099,70
Smarca4,528,1670,88
Smarca5,178,498,84
Smarca5-ps,0,0,0
Smarcad1,100,331,3
Smarcal1,57,109,101
Smarcb1,92,4,0
Smarcc1,181,897,141
Smarcc2,469,196,42
Smarcd1,90,465,433
Smarcd2,0,0,0
Smarcd3,138,108,156
Smarce1,34,126,1
Smc1a,156,1543,139
Smc1b,0,0,2
Smc2,0,539,0
Smc3,353,59,73
Smc4,23,356,0
Smc5,161,176,4
Smc6,51,280,0
Smchd1,338,14,18
Smcp,0,0,0
Smcr7,0,1,0
Smcr7l,2,0,34
Smcr8,8,12,0
Smek1,21,302,1
Smek2,42,272,0
Smg1,684,207,20
Smg5,182,0,5
Smg6,670,0,11
Smg7,78,1025,18
Smg8,8,13,0
Smg9,0,1,0
Smgc,0,61,0
Smim1,0,19,109
Smim11,8,3,1
Smim12,97,729,0
Smim13,312,222,5
Smim14,5,1938,1
Smim15,0,1,9
Smim18,0,0,0
Smim3,0,0,0
Smim4,0,2,154
Smim5,0,0,0
Smim6,0,0,0
Smim7,414,890,18
Smim8,37,1,12
Smim9,0,0,0
Smlr1,0,0,0
Smn1,206,183,311
Smndc1,13,815,13
Smo,88,34,0
Smoc1,3,0,6
Smoc2,219,1367,5
Smok2a,0,0,0
Smok2b,0,0,0
Smok3a,0,0,0
Smok3b,0,0,7
Smok4a,0,0,0
Smox,4,0,0
Smpd1,20,1187,2
Smpd2,0,0,0
Smpd3,183,180,412
Smpd4,148,193,44
Smpd5,0,0,0
Smpdl3a,49,0,0
Smpdl3b,0,0,0
Smpx,0,3,0
Smr2,0,0,0
Smr3a,0,0,0
Sms,150,470,7
Smtn,32,0,0
Smtnl1,0,0,0
Smtnl2,183,65,133
Smu1,4,3002,0
Smug1,5,1,0
Smurf1,61,17,6
Smurf2,27,372,2
Smyd1,5,0,0
Smyd2,130,165,0
Smyd3,22,839,8
Smyd4,79,515,54
Smyd5,17,1,0
Snai1,0,0,0
Snai2,95,57,30
Snai3,0,0,0
Snap23,436,0,0
Snap25,1284,9148,1330
Snap29,0,289,1
Snap47,757,2849,50
Snap91,484,1699,227
Snapc1,22,34,27
Snapc2,0,8,1
Snapc3,28,1460,0
Snapc4,50,0,0
Snapc5,0,155,0
Snapin,125,0,0
Snca,0,0,0
Sncaip,5,97,8
Sncb,307,555,122
Sncg,26,0,3
Snd1,68,336,10
Sned1,0,0,0
Snf8,176,254,1
Snhg1,85,0,211
Snhg10,0,0,16
Snhg11,2587,1108,1346
Snhg12,150,413,51
Snhg3,98,0,206
Snhg4,0,50,1
Snhg5,69,2,0
Snhg6,98,414,0
Snhg7,49,0,0
Snhg8,119,118,150
Snhg9,47,68,19
Snip1,2,0,0
Snn,32,470,18
Snora15,0,0,0
Snora16a,0,0,0
Snora17,0,0,0
Snora19,0,0,0
Snora20,0,0,0
Snora21,0,0,0
Snora23,1,0,0
Snora24,0,0,0
Snora26,0,0,0
Snora28,0,0,0
Snora2b,0,0,0
Snora3,0,0,0
Snora30,0,0,0
Snora31,37,0,0
Snora33,0,0,0
Snora34,0,0,0
Snora35,0,0,0
Snora36b,0,0,0
Snora41,0,0,0
Snora43,0,0,0
Snora44,0,0,0
Snora47,0,0,0
Snora52,0,0,0
Snora5c,0,0,0
Snora61,0,0,0
Snora62,0,0,193
Snora64,48,116,0
Snora65,0,0,0
Snora68,0,0,0
Snora69,0,0,0
Snora70,0,0,0
Snora74a,0,0,0
Snora75,0,0,0
Snora78,0,0,0
Snora7a,0,0,0
Snora81,42,6,24
Snord100,0,0,0
Snord104,17,0,0
Snord11,0,0,0
Snord110,0,0,0
Snord111,0,0,0
Snord116,0,0,0
Snord116l1,0,0,0
Snord116l2,0,0,0
Snord118,0,0,0
Snord12,0,0,0
Snord123,0,0,0
Snord14a,0,0,0
Snord14c,0,0,0
Snord14d,0,0,0
Snord15a,0,0,0
Snord15b,0,0,0
Snord16a,0,0,0
Snord17,0,0,0
Snord19,0,0,0
Snord1a,0,0,0
Snord1b,0,0,0
Snord1c,0,0,0
Snord2,0,0,0
Snord22,30,0,114
Snord23,0,0,0
Snord32a,0,0,0
Snord33,0,0,0
Snord34,0,0,0
Snord35a,0,0,0
Snord35b,0,0,0
Snord37,0,0,0
Snord38a,0,0,0
Snord42a,0,0,0
Snord42b,0,0,0
Snord43,0,0,0
Snord45b,0,0,0
Snord45c,0,0,0
Snord47,4,0,0
Snord49a,0,0,0
Snord49b,3,10,0
Snord4a,0,0,0
Snord52,0,0,0
Snord53,0,0,0
Snord55,0,0,0
Snord57,0,0,0
Snord58b,0,0,0
Snord61,0,0,0
Snord64,2,0,0
Snord65,0,0,0
Snord66,0,0,0
Snord67,0,0,0
Snord68,0,0,0
Snord69,0,0,0
Snord7,0,0,0
Snord70,0,0,0
Snord71,0,0,0
Snord72,3,0,0
Snord73a,0,0,0
Snord8,0,0,0
Snord82,0,0,0
Snord83b,0,0,0
Snord85,0,0,0
Snord87,51,0,0
Snord88a,0,0,0
Snord88c,0,0,0
Snord89,0,0,0
Snord90,0,0,0
Snord91a,0,0,0
Snord92,28,0,0
Snord93,0,0,0
Snord95,0,0,0
Snord96a,0,0,0
Snord98,0,0,0
Snord99,84,0,0
Snph,10,1351,37
Snrk,10,64,12
Snrnp200,21,2455,212
Snrnp25,201,2,0
Snrnp27,334,131,185
Snrnp35,65,0,0
Snrnp40,130,87,0
Snrnp48,223,7,23
Snrnp70,188,48,0
Snrpa,33,293,56
Snrpa1,0,0,6
Snrpb,43,761,170
Snrpb2,5,1,10
Snrpc,6,141,212
Snrpd1,160,809,14
Snrpd2,206,228,256
Snrpd3,261,280,42
Snrpe,365,808,756
Snrpf,0,76,0
Snrpg,78,318,25
Snrpn,0,0,0
Snta1,77,9,18
Sntb1,0,0,0
Sntb2,346,13,25
Sntg1,1,0,0
Sntg2,0,0,0
Sntn,7,0,0
Snupn,265,25,0
Snurf,0,0,0
Snw1,270,1260,41
Snx1,178,58,102
Snx10,308,1360,76
Snx11,0,8,0
Snx12,8,5,410
Snx13,456,32,39
Snx14,207,0,5
Snx15,0,0,0
Snx16,198,213,156
Snx17,362,921,3
Snx18,156,7,47
Snx19,37,34,1
Snx2,18,40,53
Snx20,0,0,0
Snx21,27,577,788
Snx22,0,0,0
Snx24,42,0,0
Snx25,0,0,145
Snx27,289,228,24
Snx29,0,0,0
Snx3,292,1972,787
Snx30,72,46,48
Snx31,0,0,0
Snx32,333,12,0
Snx33,0,54,0
Snx4,5,657,13
Snx5,319,765,0
Snx6,27,34,18
Snx7,4,0,0
Snx8,46,0,0
Snx9,0,0,0
Soat1,166,676,33
Soat2,127,128,41
Sobp,316,871,292
Socs1,0,0,0
Socs2,0,0,0
Socs3,0,0,1
Socs4,0,0,0
Socs5,491,1346,9
Socs6,0,7,16
Socs7,1010,499,15
Sod1,737,3850,777
Sod2,67,129,182
Sod3,4,0,0
Soga2,39,0,6
Soga3,550,542,305
Sohlh1,0,0,0
Sohlh2,0,0,0
Solh,72,0,0
Son,439,1906,592
Sorbs1,376,115,17
Sorbs2,359,641,388
Sorbs3,18,0,0
Sorcs1,15,12,89
Sorcs2,12,3,159
Sorcs3,1366,1920,4
Sord,0,476,0
Sorl1,62,400,1
Sort1,391,272,1
Sos1,587,59,21
Sos2,102,48,5
Sost,0,0,0
Sostdc1,0,10,0
Sowaha,486,1063,523
Sowahb,10,2,7
Sowahc,13,0,0
Sowahd,0,0,0
Sox1,19,0,0
Sox10,0,0,0
Sox11,220,1370,67
Sox12,0,0,5
Sox13,0,0,0
Sox14,0,0,0
Sox15,0,0,0
Sox17,12,19,0
Sox18,0,0,0
Sox2,66,273,13
Sox21,31,0,172
Sox2ot,35,37,64
Sox3,1,0,0
Sox30,0,0,0
Sox4,117,7,42
Sox5,3,2,16
Sox6,49,0,0
Sox7,59,17,7
Sox8,7,25,30
Sox9,108,88,22
Sp1,139,381,0
Sp100,0,0,0
Sp110,38,28,29
Sp140,0,0,135
Sp2,54,0,0
Sp3,660,0,293
Sp4,19,7,15
Sp5,0,0,0
Sp6,2,0,0
Sp7,0,0,0
Sp8,88,0,0
Sp9,16,0,0
Spa17,4,1,0
Spaca1,0,0,0
Spaca3,0,0,0
Spaca4,0,0,0
Spaca5,0,0,0
Spaca7,0,0,0
Spag1,0,0,0
Spag11a,0,0,0
Spag11b,0,0,0
Spag16,0,0,2
Spag17,0,0,0
Spag4,0,0,0
Spag5,0,0,0
Spag6,0,0,0
Spag7,178,502,228
Spag8,0,0,0
Spag9,194,228,275
Spam1,0,0,0
Sparc,1642,21,3575
Sparcl1,443,1882,207
Spast,42,20,170
Spata1,0,0,1
Spata13,4,393,43
Spata16,0,0,0
Spata17,0,0,0
Spata18,0,0,0
Spata19,0,0,0
Spata2,132,4,268
Spata20,0,0,0
Spata21,0,0,0
Spata22,0,0,0
Spata24,0,0,0
Spata25,0,0,0
Spata2l,0,0,2
Spata3,0,0,0
Spata31,0,0,0
Spata31d1a,0,0,0
Spata31d1b,0,0,0
Spata31d1c,0,0,0
Spata31d1d,0,0,0
Spata32,0,0,0
Spata4,0,0,0
Spata5,2,36,1
Spata5l1,0,0,0
Spata6,0,0,0
Spata7,46,10,0
Spata9,0,0,4
Spatc1,0,0,0
Spatc1l,0,0,0
Spats1,0,180,0
Spats2,46,1,0
Spats2l,0,99,21
Spc24,84,33,45
Spc25,0,154,2
Spcs1,166,975,438
Spcs2,18,63,0
Spcs3,1,0,52
Spdef,0,0,0
Spdl1,0,0,0
Spdya,13,0,0
Spdyb,0,0,0
Specc1,12,4,27
Specc1l,0,337,1
Speer1-ps1,0,0,24
Speer2,0,0,0
Speer3,0,0,0
Speer4a,0,0,0
Speer4b,8,0,0
Speer4d,0,0,0
Speer4e,2,0,0
Speer4f,0,0,0
Speer5-ps1,0,0,0
Speer6-ps1,0,0,0
Speer7-ps1,0,0,0
Speer8-ps1,38,1,0
Speer9-ps1,0,0,0
Spef1,0,0,0
Spef2,3,0,0
Speg,229,345,10
Spem1,0,0,0
Spen,157,272,8
Spert,0,0,0
Spesp1,0,0,0
Spg11,95,0,0
Spg20,54,29,0
Spg21,39,832,0
Spg7,21,100,0
Sphk1,28,0,0
Sphk2,1,0,0
Sphkap,200,1394,188
Spib,9,14,0
Spic,0,0,0
Spice1,43,0,0
Spin1,196,199,319
Spin2,0,38,0
Spin4,0,0,0
Spink10,5,0,0
Spink11,0,0,0
Spink12,0,0,0
Spink13,0,0,0
Spink14,0,3,0
Spink2,0,0,0
Spink3,0,0,0
Spink4,0,0,0
Spink5,0,0,0
Spink6,0,0,0
Spink7,0,0,0
Spink8,0,0,0
Spinkl,0,0,0
Spint1,0,972,0
Spint2,225,293,0
Spint3,0,0,0
Spint4,0,0,0
Spint5,0,0,0
Spire1,216,122,2
Spire2,2,0,79
Spn,0,0,0
Spn-ps,0,0,0
Spns1,252,18,10
Spns2,1300,1412,2
Spns3,0,0,155
Spo11,0,0,0
Spock1,230,130,92
Spock2,216,273,66
Spock3,10,1013,34
Spon1,9,404,16
Spon2,0,0,13
Spop,191,1812,162
Spopl,1,0,3
Spp1,16,0,0
Spp2,0,0,0
Sppl2a,50,106,14
Sppl2b,0,0,8
Sppl2c,0,0,0
Sppl3,193,478,0
Spr,0,365,29
Spred1,24,2,0
Spred2,34,24,0
Spred3,1,0,10
Sprn,152,2352,1
Sprr1a,0,0,0
Sprr1b,0,0,0
Sprr2a1,0,0,0
Sprr2a2,0,0,0
Sprr2b,0,0,0
Sprr2d,0,0,0
Sprr2e,0,0,0
Sprr2f,0,0,0
Sprr2g,0,0,0
Sprr2h,0,0,0
Sprr2i,0,0,0
Sprr2j-ps,0,0,0
Sprr2k,0,0,0
Sprr3,0,0,0
Sprr4,0,0,0
Sprtn,0,0,0
Spry1,478,0,0
Spry2,934,57,295
Spry3,0,0,0
Spry4,0,50,0
Spryd3,11,122,1
Spryd4,2,0,13
Spryd7,5,1296,3
Spsb1,51,1350,0
Spsb2,0,0,0
Spsb3,29,85,1178
Spsb4,0,0,0
Spt1,0,0,0
Spta1,0,0,0
Sptan1,921,3495,606
Sptb,90,571,7
Sptbn1,1190,1789,386
Sptbn2,267,1192,694
Sptbn4,100,1,31
Sptlc1,46,2,7
Sptlc2,40,1331,0
Sptlc3,0,0,0
Sptssa,9,7,0
Sptssb,4,0,0
Spty2d1,70,104,13
Spz1,0,0,0
Sqle,103,68,0
Sqrdl,0,0,0
Sqstm1,877,4313,302
Sra1,464,7,17
Srbd1,3,1,0
Src,92,62,0
Srcin1,76,174,29
Srcrb4d,0,0,0
Srd5a1,0,854,0
Srd5a2,0,0,0
Srd5a3,6,20,3
Srebf1,31,0,0
Srebf2,61,0,165
Srek1,350,529,32
Srek1ip1,130,112,23
Srf,13,186,0
Srfbp1,105,7,0
Srgap1,6,70,0
Srgap2,395,35,0
Srgap3,562,482,36
Srgn,0,0,0
Sri,64,1151,9
Srl,2,0,0
Srm,272,221,30
Srms,0,0,0
Srp14,361,980,552
Srp19,78,737,14
Srp54a,0,29,0
Srp54b,0,0,0
Srp54c,0,0,0
Srp68,133,819,0
Srp72,399,258,88
Srp9,221,820,102
Srpk1,34,847,0
Srpk2,212,1433,181
Srpk3,0,0,0
Srpr,99,351,106
Srprb,826,0,1
Srpx,0,0,0
Srpx2,0,0,0
Srr,135,1,0
Srrd,0,0,0
Srrm1,175,325,70
Srrm2,705,536,445
Srrm3,155,0,218
Srrm4,82,104,30
Srrt,404,134,2
Srsf1,360,546,326
Srsf10,63,70,0
Srsf11,797,173,187
Srsf12,16,48,0
Srsf2,412,1711,32
Srsf3,146,679,1481
Srsf4,3,98,21
Srsf5,104,176,284
Srsf6,83,53,9
Srsf7,697,1792,831
Srsf9,115,296,3
Srxn1,243,900,141
Sry,0,0,0
Ss18,22,1463,2
Ss18l1,37,287,0
Ssb,270,1116,284
Ssbp1,78,414,0
Ssbp2,46,527,20
Ssbp3,622,444,291
Ssbp4,252,22,19
Ssc5d,0,0,0
Ssfa2,40,154,0
Ssh1,2,0,0
Ssh2,91,4,6
Ssh3,0,0,0
Ssna1,104,398,0
Sspn,3,0,0
Sspo,0,0,0
Ssr1,410,1057,8
Ssr2,16,338,0
Ssr3,82,856,427
Ssr4,37,301,0
Ssrp1,160,895,222
Sssca1,19,16,10
Sst,34,272,0
Sstr1,0,25,37
Sstr2,142,0,0
Sstr3,0,0,0
Sstr4,401,0,0
Sstr5,0,0,0
Ssty1,0,0,0
Ssty2,0,0,0
Ssu2,0,0,0
Ssu72,410,2233,943
Ssx2ip,2,203,2
Ssx9,0,0,0
Ssxb1,0,0,0
Ssxb10,1,0,9
Ssxb2,0,0,0
Ssxb3,0,0,0
Ssxb5,0,0,0
Ssxb6,0,0,0
Ssxb8,0,0,0
Ssxb9,6,0,0
St13,174,191,347
St14,0,0,0
St18,369,1812,66
St3gal1,48,0,18
St3gal2,8,54,0
St3gal3,4,0,21
St3gal4,5,940,0
St3gal5,211,367,27
St3gal6,0,0,0
St5,0,0,0
St6gal1,4,0,0
St6gal2,0,0,0
St6galnac1,2,0,0
St6galnac2,0,0,0
St6galnac3,67,0,0
St6galnac4,0,24,0
St6galnac5,1,21,0
St6galnac6,40,147,296
St7,64,0,3
St7l,66,39,54
St8sia1,211,132,86
St8sia2,5,0,0
St8sia3,339,98,318
St8sia4,25,2,0
St8sia5,11,0,0
St8sia6,0,0,0
Stab1,14,1,0
Stab2,0,0,0
Stac,0,0,0
Stac2,0,0,6
Stac3,0,0,0
Stag1,456,36,128
Stag2,151,44,2
Stag3,0,0,0
Stam,108,12,158
Stam2,49,0,0
Stambp,106,820,25
Stambpl1,0,920,2
Stap1,0,0,0
Stap2,0,0,0
Star,48,3,0
Stard10,1,96,0
Stard13,11,0,1
Stard3,0,0,0
Stard3nl,0,1056,0
Stard4,0,0,0
Stard5,3,0,0
Stard6,0,0,0
Stard7,139,11,4
Stard8,0,1,0
Stat1,62,13,269
Stat2,0,0,4
Stat3,383,6,12
Stat4,0,0,0
Stat5a,0,0,0
Stat5b,7,20,0
Stat6,1,0,0
Stau1,236,0,90
Stau2,263,99,8
Stbd1,0,0,0
Stc1,70,5,0
Stc2,0,0,0
Steap1,0,0,0
Steap2,87,192,39
Steap3,0,0,0
Steap4,0,0,0
Stfa1,0,0,0
Stfa2,0,0,0
Stfa2l1,0,0,0
Stfa3,0,0,0
Stil,0,0,0
Stim1,26,80,0
Stim2,117,15,1
Stip1,118,2015,96
Stk10,24,3,2
Stk11,0,0,0
Stk11ip,0,0,0
Stk16,0,34,174
Stk17b,0,0,1
Stk19,45,8,0
Stk24,1,212,30
Stk25,581,3244,147
Stk3,6,8,0
Stk30,0,0,0
Stk31,0,0,0
Stk32a,6,5,2
Stk32b,0,1342,0
Stk32c,197,0,2
Stk33,3,0,0
Stk35,111,0,15
Stk36,0,0,0
Stk38,54,97,0
Stk38l,0,14,1
Stk39,51,77,13
Stk4,0,3,11
Stk40,99,7,6
Stmn1,755,3324,570
Stmn1-rs1,0,1,0
Stmn2,507,113,473
Stmn3,708,1125,376
Stmn4,121,1000,52
Stmnd1,0,0,0
Stom,0,0,5
Stoml1,24,776,81
Stoml2,293,626,1
Stoml3,0,0,0
Ston1,0,0,0
Ston2,75,31,24
Stox1,0,0,0
Stox2,177,158,21
Stpg1,0,6,0
Stpg2,0,0,0
Stra13,60,0,0
Stra6,0,0,0
Stra8,0,0,0
Strada,9,6,10
Stradb,3,0,13
Strap,5,1647,0
Strbp,359,1430,419
Strc,0,0,0
Strip1,20,0,0
Strip2,0,0,0
Strn,42,1,0
Strn3,273,993,21
Strn4,398,609,26
Stt3a,298,162,0
Stt3b,127,44,10
Stub1,5,239,2
Stx11,0,0,0
Stx12,73,72,69
Stx16,448,123,90
Stx17,3,8,8
Stx18,32,0,54
Stx19,0,0,0
Stx1a,8,96,1
Stx1b,22,524,18
Stx2,17,0,0
Stx3,133,20,4
Stx4a,8,69,2
Stx5a,266,3,0
Stx6,0,456,0
Stx7,94,1964,50
Stx8,0,778,18
Stxbp1,864,1117,818
Stxbp2,73,250,55
Stxbp3a,14,0,29
Stxbp3b,22,0,0
Stxbp4,141,81,36
Stxbp5,233,421,627
Stxbp5l,566,455,260
Stxbp6,360,3104,708
Styk1,0,0,0
Styx,41,3,0
Styxl1,1,2,0
Sub1,179,3562,161
Sucla2,117,3872,110
Suclg1,101,1106,4
Suclg2,2,0,0
Sucnr1,0,0,0
Suco,312,42,0
Suds3,46,111,0
Sufu,0,0,0
Sugp1,146,406,19
Sugp2,43,1296,3
Sugt1,25,235,160
Sulf1,51,0,0
Sulf2,299,86,0
Sult1a1,0,0,34
Sult1b1,0,0,0
Sult1c1,0,0,0
Sult1c2,0,0,0
Sult1d1,0,0,0
Sult1e1,0,0,0
Sult2a1,0,0,0
Sult2a2,0,0,0
Sult2a3,0,0,0
Sult2a4,0,0,0
Sult2a5,0,0,0
Sult2a6,0,0,0
Sult2a7,0,0,0
Sult2b1,4,0,0
Sult3a1,0,0,0
Sult4a1,245,2977,558
Sult5a1,0,0,0
Sult6b1,0,0,5
Sumf1,50,19,12
Sumf2,1,0,0
Sumo1,153,1935,877
Sumo2,339,1414,629
Sumo3,48,1198,510
Sun1,25,2,0
Sun2,13,0,0
Sun3,0,0,0
Sun5,0,0,0
Suox,0,0,0
Supt16,412,5,42
Supt20,12,11,0
Supt3,0,0,1
Supt4a,43,61,56
Supt5,767,189,360
Supt6,39,691,163
Supt7l,65,62,18
Supv3l1,14,0,0
Surf1,0,1097,0
Surf2,0,0,0
Surf4,40,613,0
Surf6,93,0,2
Susd1,1,0,0
Susd2,1,0,0
Susd3,5,0,0
Susd4,329,617,7
Susd5,0,0,0
Suv39h1,0,12,0
Suv39h2,0,1,0
Suv420h1,119,35,24
Suv420h2,0,0,0
Suz12,106,10,115
Sv2a,457,279,282
Sv2b,32,75,92
Sv2c,7,47,14
Sva,0,0,0
Sval1,0,0,0
Sval2,0,0,0
Sval3,0,0,0
Svep1,0,0,0
Svil,0,38,9
Svip,48,1431,25
Svop,4,748,0
Svopl,4,4,18
Svs1,0,0,0
